mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,631,628,528,53,47,3,0,140,120.00,156.00,36.00
tempo,a_lot_faster_tempo,652,652,592,34,26,0,0,186,120.00,188.00,68.00
tempo,slower_tempo,631,636,551,40,40,0,5,166,120.00,104.00,16.00
tempo,a_lot_slower_tempo,647,649,512,62,73,0,2,118,120.00,125.00,5.00
progressive_tempo,accelerando,727,568,363,133,72,159,0,54,120.00,110.00,10.00
progressive_tempo,ritardando,637,798,402,84,151,0,161,55,120.00,104.00,16.00
progressive_tempo,tempo_fluctuation,753,849,401,169,183,0,96,61,120.00,144.00,24.00
duration,note_held_too_long,627,626,559,37,30,1,0,285,120.00,125.00,5.00
duration,note_cut_too_soon,635,634,552,44,38,1,0,279,120.00,125.00,5.00
note,note_missing,622,621,558,35,28,1,0,285,120.00,125.00,5.00
note,note_not_expected,622,625,528,44,50,0,3,156,120.00,125.00,5.00
articulation,articulated_legato,622,620,553,39,28,2,0,207,120.00,125.00,5.00
articulation,articulated_staccato,630,620,508,64,48,10,0,118,120.00,125.00,5.00
articulation,articulated_accentuated,622,621,558,35,28,1,0,285,120.00,125.00,5.00
