mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,604,610,528,33,43,0,6,89,120.00,99.00,21.00
tempo,a_lot_faster_tempo,632,642,500,61,71,0,10,80,120.00,125.00,5.00
tempo,slower_tempo,608,604,526,45,33,4,0,125,120.00,99.00,21.00
tempo,a_lot_slower_tempo,612,598,510,52,36,14,0,71,120.00,125.00,5.00
progressive_tempo,accelerando,667,580,464,103,13,87,0,58,120.00,134.00,14.00
progressive_tempo,ritardando,585,704,431,17,137,0,119,47,120.00,170.00,50.00
progressive_tempo,tempo_fluctuation,716,849,371,125,220,0,133,71,120.00,144.00,24.00
duration,note_held_too_long,577,578,568,4,5,0,1,412,120.00,125.00,5.00
duration,note_cut_too_soon,578,579,567,4,7,0,1,412,120.00,125.00,5.00
note,note_missing,576,576,568,5,3,0,0,389,120.00,125.00,5.00
note,note_not_expected,576,578,558,7,11,0,2,281,120.00,125.00,5.00
articulation,articulated_legato,580,579,574,5,0,1,0,259,120.00,125.00,5.00
articulation,articulated_staccato,613,614,554,30,29,0,1,370,120.00,125.00,5.00
articulation,articulated_accentuated,576,577,568,3,5,0,1,413,120.00,125.00,5.00
