mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,448,376,227,116,33,72,0,67,120.00,117.00,3.00
progressive_tempo,ritardando,378,475,207,11,160,0,97,63,120.00,125.00,5.00
progressive_tempo,tempo_fluctuation,383,470,199,17,167,0,87,56,120.00,188.00,68.00
duration,note_held_too_long,377,377,376,1,0,0,0,364,120.00,188.00,68.00
duration,note_cut_too_soon,377,377,376,0,1,0,0,361,120.00,188.00,68.00
note,note_missing,376,375,350,16,9,1,0,226,120.00,188.00,68.00
note,note_not_expected,376,377,349,9,18,0,1,210,120.00,188.00,68.00
articulation,articulated_legato,376,375,371,4,0,1,0,343,120.00,188.00,68.00
articulation,articulated_staccato,376,376,376,0,0,0,0,345,120.00,188.00,68.00
articulation,articulated_accentuated,376,376,376,0,0,0,0,365,120.00,188.00,68.00
