mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,250,254,135,50,65,0,4,79,120.00,99.00,21.00
tempo,a_lot_faster_tempo,257,258,126,70,61,0,1,88,120.00,125.00,5.00
tempo,slower_tempo,254,258,119,60,75,0,4,58,120.00,134.00,14.00
tempo,a_lot_slower_tempo,256,260,151,47,58,0,4,80,120.00,82.00,38.00
progressive_tempo,accelerando,290,248,77,106,65,42,0,43,120.00,117.00,3.00
progressive_tempo,ritardando,251,311,73,49,129,0,60,24,120.00,156.00,36.00
progressive_tempo,tempo_fluctuation,321,404,88,105,128,0,83,34,120.00,125.00,5.00
duration,note_held_too_long,245,243,142,50,51,2,0,120,120.00,82.00,38.00
duration,note_cut_too_soon,245,243,142,50,51,2,0,118,120.00,82.00,38.00
note,note_missing,245,243,142,50,51,2,0,120,120.00,82.00,38.00
note,note_not_expected,245,243,142,50,51,2,0,119,120.00,85.00,35.00
articulation,articulated_legato,245,242,146,55,41,3,0,108,120.00,85.00,35.00
articulation,articulated_staccato,267,265,115,74,76,2,0,50,120.00,85.00,35.00
articulation,articulated_accentuated,245,243,142,50,51,2,0,120,120.00,82.00,38.00
