mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,12,12,12,0,0,0,0,10,80.00,82.00,2.00
tempo,faster_tempo,12,12,12,0,0,0,0,6,80.00,94.00,14.00
tempo,a_lot_faster_tempo,14,15,8,2,4,0,1,7,80.00,117.00,37.00
tempo,slower_tempo,12,12,12,0,0,0,0,7,80.00,65.00,15.00
tempo,a_lot_slower_tempo,13,13,12,1,0,0,0,8,80.00,80.00,0.00
progressive_tempo,accelerando,14,12,7,4,1,2,0,4,80.00,110.00,30.00
progressive_tempo,ritardando,12,15,4,2,6,0,3,5,80.00,110.00,30.00
progressive_tempo,tempo_fluctuation,14,14,7,3,4,0,0,4,80.00,78.00,2.00
timing,note_too_soon,12,12,11,0,1,0,0,10,80.00,82.00,2.00
timing,note_too_late,12,12,11,1,0,0,0,10,80.00,82.00,2.00
duration,note_held_too_long,12,12,12,0,0,0,0,12,80.00,82.00,2.00
duration,note_cut_too_soon,12,12,12,0,0,0,0,11,80.00,82.00,2.00
note,note_missing,12,11,6,3,2,1,0,5,80.00,82.00,2.00
note,note_not_expected,12,12,12,0,0,0,0,12,80.00,82.00,2.00
articulation,articulated_legato,12,11,9,2,0,1,0,8,80.00,82.00,2.00
articulation,articulated_staccato,12,12,12,0,0,0,0,12,80.00,82.00,2.00
articulation,articulated_accentuated,12,12,12,0,0,0,0,12,80.00,82.00,2.00
