mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,579,580,414,86,79,0,1,293,120.00,117.00,3.00
tempo,faster_tempo,593,603,364,111,118,0,10,155,120.00,134.00,14.00
tempo,a_lot_faster_tempo,599,606,322,138,139,0,7,123,120.00,110.00,10.00
tempo,slower_tempo,605,609,382,109,114,0,4,222,120.00,117.00,3.00
tempo,a_lot_slower_tempo,613,607,309,145,153,6,0,92,120.00,125.00,5.00
progressive_tempo,accelerando,682,583,220,218,145,99,0,118,120.00,110.00,10.00
progressive_tempo,ritardando,587,719,217,140,230,0,132,90,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,734,929,283,158,293,0,195,110,120.00,125.00,5.00
timing,note_too_soon,579,582,367,104,108,0,3,179,120.00,117.00,3.00
timing,note_too_late,580,583,386,93,101,0,3,226,120.00,117.00,3.00
duration,note_held_too_long,579,581,572,2,5,0,2,494,120.00,117.00,3.00
duration,note_cut_too_soon,602,604,558,18,26,0,2,478,120.00,117.00,3.00
note,note_missing,579,581,572,2,5,0,2,494,120.00,117.00,3.00
note,note_not_expected,579,582,463,55,61,0,3,351,120.00,117.00,3.00
articulation,articulated_legato,579,581,572,2,5,0,2,493,120.00,117.00,3.00
articulation,articulated_staccato,590,588,326,130,132,2,0,122,120.00,110.00,10.00
articulation,articulated_accentuated,579,581,572,2,5,0,2,494,120.00,117.00,3.00
