onset_type,onset_ref_time,onset_live_time,adjustment_ms,note_ref,note_live,notes_similarity
correct,0.0,0.0,0.0,F#/Gb5,F#/Gb5,1.0
correct,1.22,1.19,0.03,D5,E/Fb5,0.6
correct,2.4,2.4,0.0,D5,D5,1.0
late,2.4,3.62,-1.22,D5,C#/Db5,0.8
correct,3.62,4.84,-1.22,B/Cb4,B/Cb4,1.0
late,3.62,6.08,-2.46,B/Cb4,A4,0.6
correct,4.8,7.27,-2.47,B/Cb4,B/Cb4,1.0
correct,6.02,8.48,-2.46,B/Cb4,C#/Db5,0.6
early,7.2,9.09,-1.89,B/Cb4,D4,0.4
early,8.42,9.7,-1.28,D4,F#/Gb4,0.2
correct,9.0,10.31,-1.31,F#/Gb4,A4,0.4
early,9.6,10.31,-0.71,F#/Gb4,A4,0.4
correct,10.21,10.31,-0.1,A4,A4,1.0
early,10.82,10.31,0.51,F#/Gb4,A4,0.4
correct,11.4,10.92,0.48,D4,G4,0.1
correct,12.0,11.52,0.48,D4,F#/Gb4,0.2
correct,12.61,12.13,0.48,F#/Gb4,D4,0.2
late,12.61,12.77,-0.16,F#/Gb4,F#/Gb4,1.0
correct,13.22,13.32,-0.1,D4,E/Fb4,0.6
correct,13.8,13.96,-0.16,B/Cb3,D4,0.4
correct,14.4,14.56,-0.16,B/Cb3,B/Cb3,1.0
correct,15.01,15.17,-0.16,D4,D4,1.0
correct,15.62,15.75,-0.13,G4,A4,0.6
correct,16.2,16.36,-0.16,B/Cb4,G4,0.2
correct,16.8,17.0,-0.2,B/Cb4,B/Cb4,1.0
correct,17.41,17.57,-0.16,A4,A4,1.0
late,17.41,18.18,-0.77,A4,G4,0.6
late,17.41,18.82,-1.41,A4,F#/Gb4,0.4
correct,18.02,19.43,-1.41,F#/Gb4,D4,0.2
correct,18.6,20.0,-1.4,D4,E/Fb4,0.6
correct,19.2,20.61,-1.41,D4,C#/Db5,0.8
correct,19.81,21.22,-1.41,E/Fb4,D5,0.6
early,20.42,21.22,-0.8,D5,D5,1.0
early,21.0,21.22,-0.22,F#/Gb5,D5,0.2
early,21.6,21.22,0.38,F#/Gb5,D5,0.2
correct,22.21,21.86,0.35,A5,F#/Gb5,0.4
correct,22.82,22.44,0.38,B/Cb4,A5,0.6
late,22.82,23.04,-0.22,B/Cb4,A4,0.6
correct,23.4,23.68,-0.28,G4,B/Cb4,0.2
correct,24.0,24.26,-0.26,G4,G4,1.0
correct,24.61,24.87,-0.26,A4,A4,1.0
correct,25.22,25.48,-0.26,D4,F#/Gb4,0.2
correct,25.8,26.08,-0.28,D5,D4,1.0
correct,26.4,26.69,-0.29,D5,D5,1.0
correct,26.56,26.88,-0.32,D5,D5,1.0
correct,26.72,27.01,-0.29,E/Fb5,E/Fb5,1.0
late,26.72,27.2,-0.48,E/Fb5,D5,0.6
correct,26.85,27.36,-0.51,D5,E/Fb5,0.6
correct,27.01,27.56,-0.55,E/Fb5,D5,0.6
late,27.01,27.94,-0.93,E/Fb5,C#/Db5,0.4
late,27.01,28.2,-1.19,E/Fb5,D5,0.6
correct,27.3,28.55,-1.25,C#/Db5,C#/Db5,1.0
correct,27.62,28.8,-1.18,D5,D5,1.0
correct,27.91,29.16,-1.25,C#/Db5,D4,0.8
early,28.2,29.16,-0.96,C#/Db5,D4,0.8
early,28.52,29.16,-0.64,D4,D4,1.0
early,28.8,29.16,-0.36,D4,D4,1.0
correct,29.09,29.16,-0.07,C#/Db4,D4,0.8
correct,29.41,29.41,0.0,A4,C#/Db4,0.2
correct,29.7,29.73,-0.03,F#/Gb4,A4,0.4
late,29.7,30.02,-0.32,F#/Gb4,E/Fb4,0.6
correct,30.02,30.37,-0.35,D4,F#/Gb4,0.2
correct,30.31,30.63,-0.32,D5,D4,1.0
correct,30.6,30.95,-0.35,D5,D5,1.0
correct,30.92,31.27,-0.35,B/Cb4,C#/Db5,0.6
correct,31.2,31.56,-0.36,B/Cb4,B/Cb4,1.0
late,31.2,31.84,-0.64,B/Cb4,C#/Db5,0.6
correct,31.49,32.2,-0.71,C#/Db5,F#/Gb5,0.1
correct,31.81,32.45,-0.64,F#/Gb5,A5,0.4
correct,32.1,32.77,-0.67,B/Cb5,B/Cb5,1.0
correct,32.42,32.96,-0.54,G5,G5,1.0
correct,32.71,33.38,-0.67,F#/Gb5,F#/Gb5,1.0
correct,33.0,33.6,-0.6,F#/Gb5,E/Fb5,0.6
correct,33.32,33.99,-0.67,G5,G5,1.0
correct,33.6,34.28,-0.68,G5,F#/Gb5,0.8
correct,33.89,34.56,-0.67,F#/Gb5,E/Fb5,0.6
correct,34.21,34.95,-0.74,E/Fb5,D5,0.6
early,34.5,34.95,-0.45,C#/Db5,D5,0.8
correct,34.82,35.2,-0.38,B/Cb4,C#/Db5,0.6
correct,35.11,35.52,-0.41,A4,B/Cb4,0.6
correct,35.4,35.81,-0.41,A4,A4,1.0
correct,35.72,36.0,-0.28,F#/Gb4,G4,0.8
correct,36.0,36.39,-0.39,F#/Gb4,F#/Gb4,1.0
correct,36.29,36.77,-0.48,E/Fb4,E/Fb4,1.0
correct,36.61,37.0,-0.39,G4,G4,1.0
late,36.61,37.38,-0.77,G4,E/Fb4,0.4
correct,36.9,37.6,-0.7,E/Fb4,E/Fb4,1.0
correct,37.22,37.99,-0.77,D4,E/Fb4,0.6
correct,37.51,38.21,-0.7,E/Fb4,E/Fb4,1.0
correct,37.8,38.6,-0.8,E/Fb4,G4,0.4
correct,38.12,38.82,-0.7,G4,G4,1.0
correct,38.4,39.2,-0.8,G4,A4,0.6
late,38.4,39.43,-1.03,G4,E/Fb4,0.4
