mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,240,239,218,11,10,1,0,166,120.00,110.00,10.00
tempo,faster_tempo,250,248,225,19,4,2,0,149,120.00,134.00,14.00
tempo,a_lot_faster_tempo,262,259,201,34,24,3,0,109,120.00,99.00,21.00
tempo,slower_tempo,246,245,221,13,11,1,0,145,120.00,125.00,5.00
tempo,a_lot_slower_tempo,243,240,197,25,18,3,0,82,120.00,156.00,36.00
progressive_tempo,accelerando,281,236,149,61,26,45,0,68,120.00,85.00,35.00
progressive_tempo,ritardando,242,296,149,20,73,0,54,70,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,287,339,146,46,95,0,52,72,120.00,117.00,3.00
timing,note_too_soon,243,241,187,26,28,2,0,100,120.00,110.00,10.00
timing,note_too_late,241,239,189,24,26,2,0,98,120.00,110.00,10.00
duration,note_held_too_long,240,239,218,11,10,1,0,165,120.00,110.00,10.00
duration,note_cut_too_soon,240,239,218,11,10,1,0,166,120.00,110.00,10.00
note,note_missing,240,239,218,11,10,1,0,166,120.00,110.00,10.00
note,note_not_expected,240,240,229,6,5,0,0,184,120.00,110.00,10.00
articulation,articulated_legato,240,237,202,19,16,3,0,135,120.00,110.00,10.00
articulation,articulated_staccato,251,250,221,16,13,1,0,113,120.00,110.00,10.00
articulation,articulated_accentuated,240,239,218,11,10,1,0,166,120.00,110.00,10.00
