onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,369.0,369.1,369.0,0.997,True
correct,0.209,0.209,0.0,329.7,330.1,329.7,0.991,True
correct,0.418,0.418,0.0,292.4,306.9,292.4,0.659,True
correct,0.65,0.65,0.0,246.6,246.6,246.6,0.999,True
correct,3.437,3.437,0.0,219.7,219.7,219.7,1.0,True
correct,3.646,3.646,0.0,247.0,246.9,247.0,0.999,True
correct,4.064,4.064,0.0,293.2,293.2,293.2,0.999,True
correct,6.85,6.85,0.0,292.9,292.9,292.9,1.0,True
correct,7.082,7.082,0.0,369.6,369.6,369.6,1.0,True
correct,7.5,7.5,0.0,439.8,439.9,439.8,0.998,True
correct,9.219,9.219,0.0,293.2,293.2,293.2,1.0,True
correct,9.428,9.428,0.0,369.6,369.6,369.6,1.0,True
correct,10.078,10.078,0.0,369.6,369.6,369.6,1.0,True
correct,10.287,10.287,0.0,440.2,440.2,440.2,1.0,True
correct,10.937,10.937,0.0,330.0,330.0,330.0,1.0,True
correct,13.491,13.491,0.0,329.7,329.7,329.7,0.998,True
correct,13.723,13.723,0.0,369.5,369.5,369.5,0.998,True
correct,13.932,13.932,0.0,329.7,329.7,329.7,0.999,True
correct,14.141,14.141,0.0,293.6,293.6,293.6,0.999,True
correct,14.35,14.35,0.0,245.8,245.8,245.8,1.0,True
correct,17.787,17.787,0.0,293.8,293.8,293.8,1.0,True
correct,19.064,19.064,0.0,245.0,245.0,245.0,0.998,True
correct,19.296,19.296,0.0,277.2,277.2,277.2,1.0,True
correct,19.923,19.923,0.0,292.0,292.0,292.0,0.998,True
correct,20.573,20.573,0.0,296.9,296.3,296.9,0.982,True
correct,20.782,20.782,0.0,369.5,369.5,369.5,0.998,True
correct,21.223,21.223,0.0,371.2,372.1,371.2,0.98,True
correct,22.918,22.918,0.0,328.9,328.7,328.9,0.995,True
