mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,656,666,557,46,53,0,10,141,120.00,110.00,10.00
tempo,a_lot_faster_tempo,682,652,501,83,68,30,0,149,120.00,104.00,16.00
tempo,slower_tempo,645,656,552,49,44,0,11,170,120.00,117.00,3.00
tempo,a_lot_slower_tempo,664,658,547,55,56,6,0,155,120.00,144.00,24.00
progressive_tempo,accelerando,749,641,463,131,47,108,0,107,120.00,104.00,16.00
progressive_tempo,ritardando,650,786,457,49,144,0,136,95,120.00,110.00,10.00
progressive_tempo,tempo_fluctuation,788,805,475,156,157,0,17,100,120.00,156.00,36.00
duration,note_held_too_long,633,632,566,30,36,1,0,173,120.00,144.00,24.00
duration,note_cut_too_soon,634,633,567,30,36,1,0,171,120.00,144.00,24.00
note,note_missing,633,632,566,30,36,1,0,172,120.00,144.00,24.00
note,note_not_expected,633,633,568,30,35,0,0,179,120.00,144.00,24.00
articulation,articulated_legato,633,631,556,35,40,2,0,162,120.00,144.00,24.00
articulation,articulated_staccato,704,699,562,68,69,5,0,216,120.00,144.00,24.00
articulation,articulated_accentuated,633,632,566,30,36,1,0,173,120.00,144.00,24.00
