onset_type,onset_ref_time,onset_live_time,adjustment_ms,note_ref,note_live,notes_similarity
correct,0.0,0.0,0.0,E/Fb5,E/Fb5,1.0
correct,0.39,0.39,0.0,F#/Gb4,F#/Gb4,1.0
late,1.12,1.89,-0.77,F#/Gb4,C#/Db5,0.1
early,1.89,2.27,-0.38,C#/Db5,C#/Db5,1.0
correct,2.27,2.63,-0.36,C#/Db5,B/Cb4,0.6
late,2.63,3.39,-0.76,B/Cb4,D4,0.4
correct,3.39,4.13,-0.74,D4,B/Cb4,0.4
early,4.13,4.51,-0.38,B/Cb4,B/Cb4,1.0
correct,4.51,4.9,-0.39,B/Cb4,C#/Db4,0.6
late,4.9,5.63,-0.73,C#/Db4,C#/Db4,1.0
correct,5.63,6.4,-0.77,C#/Db4,E/Fb4,0.4
missing,6.4,,,E/Fb4,,
