mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,1667,1662,1621,20,21,5,0,712,120.00,134.00,14.00
tempo,a_lot_faster_tempo,1736,1731,1650,39,42,5,0,633,120.00,170.00,50.00
tempo,slower_tempo,1702,1700,1642,30,28,2,0,542,120.00,117.00,3.00
tempo,a_lot_slower_tempo,1730,1712,1629,44,39,18,0,339,120.00,110.00,10.00
progressive_tempo,accelerando,1889,1640,1462,161,17,249,0,208,120.00,125.00,5.00
progressive_tempo,ritardando,1680,1931,1563,10,107,0,251,196,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,1820,1983,1541,126,153,0,163,223,120.00,170.00,50.00
duration,note_held_too_long,1637,1638,1625,5,7,0,1,1104,120.00,110.00,10.00
duration,note_cut_too_soon,1638,1639,1626,5,7,0,1,1102,120.00,110.00,10.00
note,note_missing,1637,1637,1635,1,1,0,0,1180,120.00,110.00,10.00
note,note_not_expected,1637,1637,1635,1,1,0,0,1209,120.00,110.00,10.00
articulation,articulated_legato,1637,1636,1623,8,5,1,0,857,120.00,110.00,10.00
articulation,articulated_staccato,1695,1696,1660,17,18,0,1,1083,120.00,110.00,10.00
articulation,articulated_accentuated,1637,1638,1625,5,7,0,1,1104,120.00,110.00,10.00
