onset_type,onset_time,pitch
no_change,1.627,38
no_change,1.82,65
no_change,1.959,69
no_change,2.1,65
no_change,2.234,45
articulation,2.33,65
no_change,2.461,69
no_change,2.57,65
no_change,2.684,50
no_change,2.791,65
no_change,2.902,69
no_change,3.02,65
no_change,3.12,50
no_change,3.22,65
no_change,3.325,69
no_change,3.439,65
no_change,3.561,45
no_change,3.659,67
no_change,3.766,64
no_change,3.877,67
no_change,3.961,45
no_change,4.066,65
no_change,4.182,64
no_change,4.268,65
no_change,4.405,46
no_change,4.498,67
no_change,4.614,64
no_change,4.711,67
no_change,4.811,55
no_change,4.909,67
no_change,5.041,64
no_change,5.132,67
no_change,5.25,62
no_change,5.345,67
no_change,5.461,64
no_change,5.57,67
no_change,5.686,62
no_change,5.784,67
no_change,5.911,64
no_change,6.002,67
no_change,6.125,55
no_change,6.223,67
no_change,6.364,64
no_change,6.457,67
no_change,6.584,55
no_change,6.689,67
no_change,6.798,64
no_change,6.886,67
no_change,7.025,45
no_change,7.12,67
no_change,7.241,64
no_change,7.327,67
no_change,7.45,55
no_change,7.55,67
no_change,7.659,64
no_change,7.759,67
no_change,7.877,57
no_change,7.977,67
no_change,8.095,64
no_change,8.195,67
no_change,8.311,57
no_change,8.42,67
no_change,8.545,64
no_change,8.645,67
no_change,8.757,55
no_change,8.861,65
no_change,8.975,64
no_change,9.073,65
no_change,9.182,55
no_change,9.289,64
no_change,9.382,64
no_change,9.495,64
no_change,9.636,38
no_change,9.736,62
no_change,9.841,65
no_change,9.957,62
no_change,10.068,45
no_change,10.161,62
no_change,10.264,65
no_change,10.373,62
no_change,10.489,50
no_change,10.591,62
no_change,10.702,65
no_change,10.811,62
no_change,10.934,50
no_change,11.03,62
no_change,11.164,65
no_change,11.264,62
no_change,11.384,45
no_change,11.482,62
no_change,11.609,65
no_change,11.702,62
no_change,11.825,45
no_change,11.934,62
no_change,12.048,65
no_change,12.164,62
no_change,12.293,38
no_change,12.395,65
no_change,12.498,69
no_change,12.605,65
no_change,12.723,45
no_change,12.816,65
no_change,12.92,69
no_change,13.041,65
no_change,13.148,50
no_change,13.241,65
no_change,13.359,69
no_change,13.473,65
no_change,13.584,50
no_change,13.668,65
no_change,13.768,69
no_change,13.868,65
no_change,14.0,45
no_change,14.095,67
no_change,14.198,64
no_change,14.302,67
no_change,14.486,45
no_change,14.586,69
no_change,14.684,64
no_change,14.786,69
no_change,14.973,46
no_change,15.086,67
no_change,15.195,64
no_change,15.305,67
no_change,15.416,55
no_change,15.514,67
no_change,15.627,64
no_change,15.734,67
no_change,15.845,62
no_change,15.952,67
no_change,16.08,64
no_change,16.177,67
no_change,16.291,62
no_change,16.384,67
no_change,16.5,64
no_change,16.605,67
no_change,16.72,55
no_change,16.823,67
no_change,16.939,64
no_change,17.041,67
no_change,17.159,55
no_change,17.264,67
no_change,17.364,64
no_change,17.468,67
no_change,17.582,45
no_change,17.686,67
no_change,17.802,64
no_change,17.884,67
no_change,18.005,57
no_change,18.114,67
no_change,18.22,64
no_change,18.32,67
no_change,18.434,58
no_change,18.545,67
no_change,18.666,64
no_change,18.755,67
no_change,18.877,58
no_change,18.977,67
no_change,19.105,64
no_change,19.182,67
no_change,19.334,55
no_change,19.455,69
no_change,19.568,64
no_change,19.684,69
no_change,19.818,55
no_change,19.939,70
no_change,20.039,64
no_change,20.152,70
no_change,20.293,38
no_change,20.411,69
no_change,20.518,64
no_change,20.627,69
no_change,20.727,64
no_change,20.832,69
no_change,20.957,64
no_change,21.059,69
no_change,21.18,65
no_change,21.282,69
no_change,21.414,64
no_change,21.509,69
no_change,21.625,65
no_change,21.732,69
no_change,21.857,64
no_change,21.95,69
no_change,22.057,64
no_change,22.155,69
no_change,22.275,64
no_change,22.377,69
no_change,22.516,45
no_change,22.611,69
no_change,22.714,64
no_change,22.811,69
no_change,22.982,38
no_change,23.098,65
no_change,23.205,74
no_change,23.3,65
no_change,23.43,45
no_change,23.536,65
no_change,23.641,74
no_change,23.761,65
no_change,23.845,50
no_change,23.952,65
no_change,24.07,74
no_change,24.17,65
no_change,24.295,50
no_change,24.402,65
no_change,24.516,74
no_change,24.632,65
no_change,24.759,45
no_change,24.85,65
no_change,24.945,72
no_change,25.055,65
no_change,25.175,45
no_change,25.264,65
no_change,25.38,70
no_change,25.493,65
no_change,25.632,46
no_change,25.736,65
no_change,25.825,74
no_change,25.92,65
no_change,26.057,50
no_change,26.161,65
no_change,26.264,74
no_change,26.37,65
no_change,26.505,58
no_change,26.616,65
no_change,26.727,74
no_change,26.834,65
no_change,26.955,58
no_change,27.052,65
no_change,27.155,74
no_change,27.255,65
no_change,27.384,50
no_change,27.48,65
no_change,27.605,74
no_change,27.693,65
no_change,27.814,50
no_change,27.911,65
no_change,28.016,74
no_change,28.118,65
no_change,28.261,38
no_change,28.37,65
no_change,28.475,74
no_change,28.566,65
no_change,28.698,50
no_change,28.809,65
no_change,28.911,74
no_change,29.018,65
no_change,29.145,57
no_change,29.255,65
no_change,29.352,74
no_change,29.461,65
no_change,29.564,57
no_change,29.675,65
no_change,29.782,74
no_change,29.889,65
no_change,30.009,50
no_change,30.095,65
no_change,30.209,72
no_change,30.336,65
no_change,30.455,50
no_change,30.552,65
no_change,30.655,70
no_change,30.773,65
no_change,30.914,45
no_change,31.005,69
no_change,31.093,72
no_change,31.22,69
no_change,31.323,57
no_change,31.425,69
no_change,31.523,72
no_change,31.636,69
no_change,31.755,64
no_change,31.852,69
no_change,31.968,72
no_change,32.07,69
no_change,32.195,64
no_change,32.291,69
no_change,32.405,72
no_change,32.525,69
no_change,32.63,57
no_change,32.743,69
no_change,32.841,72
no_change,32.948,69
no_change,33.061,57
no_change,33.173,69
no_change,33.27,72
no_change,33.355,69
no_change,33.605,48
no_change,33.764,67
no_change,33.88,64
no_change,33.982,67
no_change,34.098,55
no_change,34.198,67
no_change,34.309,64
no_change,34.407,67
no_change,34.507,64
no_change,34.609,67
no_change,34.736,64
no_change,34.827,67
no_change,34.934,64
no_change,35.03,67
no_change,35.141,64
no_change,35.23,67
no_change,35.368,55
no_change,35.47,69
no_change,35.593,64
no_change,35.682,69
no_change,35.809,55
no_change,35.914,70
no_change,36.025,64
no_change,36.125,70
no_change,36.264,45
no_change,36.375,69
no_change,36.486,64
no_change,36.575,69
no_change,36.695,57
no_change,36.798,69
no_change,36.907,64
no_change,37.011,69
