onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,440.2,440.2,440.2,1.0,True
correct,0.789,0.789,0.0,391.7,391.6,391.7,0.9980000257492065,True
correct,1.579,1.579,0.0,369.5,369.5,369.5,1.0,True
correct,2.368,2.368,0.0,277.1,277.1,277.1,1.0,True
correct,3.158,3.158,0.0,247.0,247.0,247.0,1.0,True
correct,3.947,3.947,0.0,277.2,277.6,277.2,0.9890000224113464,True
correct,4.737,4.737,0.0,293.2,293.2,293.2,0.9990000128746033,True
correct,5.526,5.526,0.0,219.4,219.4,219.4,1.0,True
correct,8.684,8.684,0.0,219.6,219.6,219.6,1.0,True
correct,9.473,9.473,0.0,246.2,246.6,246.2,0.9860000014305115,True
correct,10.263,10.263,0.0,261.1,261.1,261.1,1.0,True
correct,11.052,11.052,0.0,329.5,329.5,329.5,0.9990000128746033,True
correct,11.842,11.842,0.0,293.2,293.2,293.2,0.9990000128746033,True
correct,12.631,12.631,0.0,246.6,246.7,246.6,0.9990000128746033,True
correct,13.421,13.421,0.0,293.2,293.2,293.2,1.0,True
correct,14.21,14.21,0.0,260.7,260.9,260.7,0.9929999709129333,True
correct,15.0,15.0,0.0,247.0,247.0,247.0,1.0,True
correct,15.789,15.789,0.0,293.3,293.3,293.3,0.9990000128746033,True
correct,19.737,19.737,0.0,293.2,293.2,293.2,1.0,True
correct,20.526,20.526,0.0,329.6,329.8,329.6,0.9959999918937683,True
correct,21.316,21.316,0.0,348.9,348.9,348.9,0.9990000128746033,True
correct,22.105,22.105,0.0,391.5,391.6,391.5,0.9980000257492065,True
correct,22.895,22.895,0.0,440.2,440.2,440.2,1.0,True
correct,23.684,23.684,0.0,261.1,261.1,261.1,1.0,True
correct,24.474,24.474,0.0,293.2,293.2,293.2,1.0,True
correct,25.263,25.263,0.0,329.6,329.8,329.6,0.996999979019165,True
correct,26.052,26.052,0.0,293.2,293.0,293.2,0.9940000176429749,True
correct,26.842,26.842,0.0,247.0,247.0,247.0,1.0,True
late,27.631,28.421,-0.8,293.3,293.2,293.3,0.9990000128746033,True
correct,31.579,32.368,-0.8,293.2,292.8,293.2,0.9869999885559082,True
correct,32.368,33.158,-0.8,391.6,391.7,391.6,0.9990000128746033,True
correct,34.737,35.526,-0.8,348.9,348.7,348.9,0.9950000047683716,True
correct,37.105,37.895,-0.8,246.7,246.9,246.7,0.9929999709129333,True
correct,37.895,38.684,-0.8,261.1,259.1,261.1,0.9359999895095825,True
correct,38.684,39.474,-0.8,348.8,348.9,348.8,0.9980000257492065,True
correct,39.474,40.263,-0.8,329.9,329.8,329.9,0.996999979019165,True
correct,40.263,41.053,-0.8,293.3,293.3,293.3,1.0,True
correct,41.053,41.842,-0.8,261.2,261.6,261.2,0.9850000143051147,True
correct,41.842,42.632,-0.8,329.5,329.7,329.5,0.9940000176429749,True
correct,42.632,43.421,-0.8,293.2,292.8,293.2,0.9879999756813049,True
correct,43.421,44.21,-0.8,260.7,260.0,260.7,0.9769999980926514,True
correct,44.21,45.0,-0.8,174.0,174.1,174.0,0.9929999709129333,True
correct,45.0,45.789,-0.8,219.6,174.1,219.6,0.0,True
correct,45.789,46.579,-0.8,246.2,246.8,246.2,0.9769999980926514,True
correct,46.579,47.368,-0.8,261.1,259.2,261.1,0.9369999766349792,True
correct,48.947,49.737,-0.8,293.2,293.2,293.2,0.9980000257492065,True
