onset_type,onset_time,pitch
no_change,1.429,60
no_change,1.714,63
no_change,2.286,65
no_change,2.571,67
no_change,3.0,68
no_change,3.143,67
no_change,3.429,65
no_change,4.0,62
no_change,4.286,58
late,4.714,60
no_change,5.145,62
no_change,5.431,63
no_change,6.002,60
no_change,6.288,60
no_change,6.717,59
no_change,6.859,60
no_change,7.145,62
no_change,7.717,59
no_change,8.002,55
no_change,8.574,60
no_change,8.859,63
no_change,9.431,65
no_change,9.717,67
no_change,10.145,68
no_change,10.288,67
no_change,10.574,65
no_change,11.145,62
no_change,11.431,58
no_change,11.859,60
no_change,12.002,62
no_change,12.288,63
no_change,12.717,62
no_change,12.859,60
no_change,13.145,59
no_change,13.574,57
no_change,13.717,59
no_change,14.002,60
no_change,14.574,60
no_change,14.859,60
