mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,567,499,454,35,10,68,0,112,120.00,117.00,3.00
progressive_tempo,ritardando,509,559,475,9,25,0,50,127,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,536,551,456,34,46,0,15,137,120.00,134.00,14.00
duration,note_held_too_long,509,509,509,0,0,0,0,459,120.00,117.00,3.00
duration,note_cut_too_soon,509,509,509,0,0,0,0,458,120.00,117.00,3.00
note,note_missing,509,508,498,7,3,1,0,270,120.00,117.00,3.00
note,note_not_expected,509,509,509,0,0,0,0,454,120.00,117.00,3.00
articulation,articulated_legato,509,508,495,8,5,1,0,228,120.00,117.00,3.00
articulation,articulated_staccato,510,510,510,0,0,0,0,457,120.00,117.00,3.00
articulation,articulated_accentuated,509,509,509,0,0,0,0,459,120.00,117.00,3.00
