mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,508,508,501,4,3,0,0,384,120.00,170.00,50.00
tempo,a_lot_faster_tempo,538,538,489,33,16,0,0,339,120.00,144.00,24.00
tempo,slower_tempo,517,517,498,11,8,0,0,372,120.00,117.00,3.00
tempo,a_lot_slower_tempo,512,511,486,17,8,1,0,198,120.00,144.00,24.00
progressive_tempo,accelerando,591,501,376,102,23,90,0,67,120.00,156.00,36.00
progressive_tempo,ritardando,511,627,345,25,141,0,116,80,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,580,732,252,82,246,0,152,60,120.00,156.00,36.00
duration,note_held_too_long,502,502,502,0,0,0,0,462,120.00,144.00,24.00
duration,note_cut_too_soon,503,503,502,0,1,0,0,463,120.00,144.00,24.00
note,note_missing,502,501,476,12,13,1,0,327,120.00,144.00,24.00
note,note_not_expected,502,502,502,0,0,0,0,463,120.00,144.00,24.00
articulation,articulated_legato,502,500,477,12,11,2,0,332,120.00,144.00,24.00
articulation,articulated_staccato,529,529,492,17,20,0,0,296,120.00,144.00,24.00
articulation,articulated_accentuated,502,502,502,0,0,0,0,463,120.00,144.00,24.00
