mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,305,305,287,8,10,0,0,121,120.00,99.00,21.00
tempo,a_lot_faster_tempo,332,333,280,13,39,0,1,80,120.00,125.00,5.00
tempo,slower_tempo,303,301,263,21,17,2,0,76,120.00,134.00,14.00
tempo,a_lot_slower_tempo,305,297,264,22,11,8,0,40,120.00,85.00,35.00
progressive_tempo,accelerando,345,293,210,69,14,52,0,36,120.00,117.00,3.00
progressive_tempo,ritardando,300,367,196,13,91,0,67,19,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,305,587,68,9,228,0,282,26,120.00,170.00,50.00
duration,note_held_too_long,293,293,293,0,0,0,0,226,120.00,170.00,50.00
duration,note_cut_too_soon,294,294,293,0,1,0,0,224,120.00,170.00,50.00
note,note_missing,293,293,293,0,0,0,0,227,120.00,170.00,50.00
note,note_not_expected,293,294,284,3,6,0,1,198,120.00,170.00,50.00
articulation,articulated_legato,293,293,293,0,0,0,0,225,120.00,170.00,50.00
articulation,articulated_staccato,297,297,290,3,4,0,0,159,120.00,170.00,50.00
articulation,articulated_accentuated,293,293,293,0,0,0,0,226,120.00,170.00,50.00
