mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,533,533,497,6,30,0,0,316,120.00,117.00,3.00
tempo,a_lot_faster_tempo,537,537,488,25,24,0,0,313,120.00,144.00,24.00
tempo,slower_tempo,518,517,452,42,23,1,0,256,120.00,170.00,50.00
tempo,a_lot_slower_tempo,525,517,416,58,43,8,0,91,120.00,104.00,16.00
progressive_tempo,accelerando,601,506,324,147,35,95,0,48,120.00,99.00,21.00
progressive_tempo,ritardando,509,631,304,25,180,0,122,49,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,682,715,189,190,303,0,33,54,120.00,208.00,88.00
duration,note_held_too_long,506,506,506,0,0,0,0,407,120.00,208.00,88.00
duration,note_cut_too_soon,506,506,506,0,0,0,0,406,120.00,208.00,88.00
note,note_missing,506,506,506,0,0,0,0,407,120.00,208.00,88.00
note,note_not_expected,506,507,471,10,25,0,1,284,120.00,208.00,88.00
articulation,articulated_legato,506,503,457,23,23,3,0,203,120.00,208.00,88.00
articulation,articulated_staccato,510,510,503,4,3,0,0,275,120.00,208.00,88.00
articulation,articulated_accentuated,506,506,506,0,0,0,0,407,120.00,208.00,88.00
