mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,193,193,193,0,0,0,0,173,109.00,110.00,1.00
tempo,faster_tempo,196,196,195,1,0,0,0,161,109.00,134.00,25.00
tempo,a_lot_faster_tempo,214,214,210,3,1,0,0,120,109.00,110.00,1.00
tempo,slower_tempo,194,194,194,0,0,0,0,149,109.00,117.00,8.00
tempo,a_lot_slower_tempo,198,197,196,1,0,1,0,102,109.00,110.00,1.00
progressive_tempo,accelerando,220,194,179,14,1,26,0,112,109.00,117.00,8.00
progressive_tempo,ritardando,194,227,183,0,11,0,33,109,109.00,125.00,16.00
progressive_tempo,tempo_fluctuation,212,188,168,12,8,24,0,106,109.00,99.00,10.00
timing,note_too_soon,194,193,191,2,0,1,0,110,109.00,110.00,1.00
timing,note_too_late,193,192,191,1,0,1,0,108,109.00,110.00,1.00
duration,note_held_too_long,193,193,193,0,0,0,0,174,109.00,110.00,1.00
duration,note_cut_too_soon,193,193,193,0,0,0,0,174,109.00,110.00,1.00
note,note_missing,193,192,191,1,0,1,0,163,109.00,110.00,1.00
note,note_not_expected,193,192,191,1,0,1,0,153,109.00,110.00,1.00
articulation,articulated_legato,193,192,191,1,0,1,0,144,109.00,110.00,1.00
articulation,articulated_staccato,193,193,193,0,0,0,0,174,109.00,110.00,1.00
articulation,articulated_accentuated,193,193,193,0,0,0,0,174,109.00,110.00,1.00
