mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,270,272,175,50,45,0,2,104,120.00,134.00,14.00
tempo,a_lot_faster_tempo,281,281,248,16,17,0,0,155,120.00,170.00,50.00
tempo,slower_tempo,271,273,173,47,51,0,2,110,120.00,89.00,31.00
tempo,a_lot_slower_tempo,274,274,220,38,16,0,0,131,120.00,104.00,16.00
progressive_tempo,accelerando,321,268,85,116,67,53,0,34,120.00,156.00,36.00
progressive_tempo,ritardando,272,342,93,45,134,0,70,33,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,307,506,98,50,159,0,199,39,120.00,117.00,3.00
duration,note_held_too_long,268,270,189,39,40,0,2,153,120.00,110.00,10.00
duration,note_cut_too_soon,269,271,188,39,42,0,2,152,120.00,110.00,10.00
note,note_missing,268,270,189,39,40,0,2,153,120.00,110.00,10.00
note,note_not_expected,274,277,125,69,80,0,3,70,120.00,110.00,10.00
articulation,articulated_legato,268,269,161,54,53,0,1,128,120.00,110.00,10.00
articulation,articulated_staccato,272,273,196,35,41,0,1,129,120.00,110.00,10.00
articulation,articulated_accentuated,268,270,189,39,40,0,2,153,120.00,110.00,10.00
