mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,169,174,57,55,57,0,5,30,120.00,85.00,35.00
tempo,a_lot_faster_tempo,175,175,110,38,27,0,0,72,120.00,82.00,38.00
tempo,slower_tempo,170,170,87,40,43,0,0,64,120.00,170.00,50.00
tempo,a_lot_slower_tempo,177,179,53,61,63,0,2,47,120.00,117.00,3.00
progressive_tempo,accelerando,204,174,41,81,52,30,0,23,120.00,72.00,48.00
progressive_tempo,ritardando,169,220,42,38,89,0,51,17,120.00,188.00,68.00
progressive_tempo,tempo_fluctuation,199,319,39,59,101,0,120,21,120.00,54.00,66.00
duration,note_held_too_long,169,171,123,20,26,0,2,103,120.00,69.00,51.00
duration,note_cut_too_soon,169,171,123,20,26,0,2,103,120.00,69.00,51.00
note,note_missing,169,171,123,20,26,0,2,102,120.00,69.00,51.00
note,note_not_expected,174,177,65,52,57,0,3,54,120.00,69.00,51.00
articulation,articulated_legato,169,171,123,20,26,0,2,103,120.00,69.00,51.00
articulation,articulated_staccato,169,171,122,21,26,0,2,77,120.00,55.00,65.00
articulation,articulated_accentuated,169,171,123,20,26,0,2,103,120.00,69.00,51.00
