onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,658.9,658.9,658.9,1.0,True
correct,0.278,0.278,0.0,658.9,658.9,658.9,1.0,True
correct,0.557,0.557,0.0,523.3,523.3,523.3,1.0,True
correct,0.719,0.719,0.0,659.0,659.0,659.0,1.0,True
correct,0.998,0.998,0.0,784.3,784.2,784.3,1.0,True
correct,1.578,1.578,0.0,391.6,391.6,391.6,1.0,True
correct,2.136,2.136,0.0,523.4,523.4,523.4,1.0,True
correct,2.577,2.577,0.0,391.6,391.6,391.6,1.0,True
correct,2.995,2.995,0.0,329.8,329.8,329.8,1.0,True
correct,3.436,3.413,0.0,440.0,440.0,440.0,1.0,True
correct,3.715,3.715,0.0,494.0,494.0,494.0,1.0,True
correct,3.993,3.993,0.0,465.6,465.6,465.6,1.0,True
correct,4.133,4.133,0.0,440.1,440.1,440.1,1.0,True
correct,4.435,4.435,0.0,391.6,391.6,391.6,1.0,True
correct,4.62,4.62,0.0,658.9,658.9,658.9,1.0,True
correct,4.806,4.806,0.0,783.9,783.9,783.9,1.0,True
correct,4.992,4.992,0.0,880.3,880.2,880.3,1.0,True
correct,5.27,5.27,0.0,698.1,698.0,698.1,1.0,True
correct,5.433,5.433,0.0,784.0,784.0,784.0,1.0,True
correct,5.712,5.712,0.0,658.9,658.9,658.9,1.0,True
correct,5.99,5.99,0.0,522.9,522.9,522.9,1.0,True
correct,6.13,6.13,0.0,587.3,587.3,587.3,1.0,True
correct,6.292,6.292,0.0,493.9,493.9,493.9,1.0,True
correct,6.71,6.71,0.0,523.1,523.1,523.1,1.0,True
correct,7.128,7.128,0.0,391.1,391.1,391.1,1.0,True
correct,7.569,7.569,0.0,329.4,329.4,329.4,1.0,True
correct,7.987,7.987,0.0,439.5,439.5,439.5,1.0,True
correct,8.289,8.289,0.0,493.8,493.8,493.8,1.0,True
correct,8.568,8.568,0.0,465.7,465.7,465.7,1.0,True
correct,8.707,8.707,0.0,439.7,439.7,439.7,1.0,True
correct,8.986,8.986,0.0,391.6,391.6,391.6,1.0,True
correct,9.195,9.195,0.0,658.8,658.8,658.8,1.0,True
correct,9.38,9.38,0.0,784.0,784.0,784.0,1.0,True
correct,9.566,9.566,0.0,880.0,880.0,880.0,1.0,True
correct,9.845,9.845,0.0,698.5,698.5,698.5,1.0,True
correct,10.007,10.007,0.0,784.1,784.1,784.1,1.0,True
correct,10.286,10.286,0.0,658.9,658.9,658.9,1.0,True
correct,10.565,10.565,0.0,523.4,523.4,523.4,1.0,True
correct,10.704,10.704,0.0,587.3,587.3,587.3,1.0,True
correct,10.866,10.866,0.0,493.9,493.9,493.9,1.0,True
correct,11.563,11.563,0.0,783.8,783.8,783.8,1.0,True
correct,11.702,11.702,0.0,739.7,740.1,739.7,0.996,True
correct,11.865,11.842,0.0,698.7,698.6,698.7,1.0,True
correct,12.004,11.981,0.0,622.3,622.3,622.3,0.999,True
correct,12.283,12.26,0.0,658.9,658.9,658.9,1.0,True
correct,12.562,12.538,0.0,415.3,414.7,415.3,0.987,True
correct,12.724,12.701,0.0,440.0,440.2,440.0,0.996,True
correct,12.863,12.84,0.0,523.2,523.2,523.2,0.999,True
correct,13.142,13.119,0.0,439.8,440.1,439.8,0.994,True
correct,13.281,13.258,0.0,523.0,522.9,523.0,0.998,True
correct,13.421,13.397,0.0,587.4,586.9,587.4,0.994,True
correct,13.862,13.839,0.0,784.3,784.2,784.3,1.0,True
correct,14.001,13.978,0.0,740.0,740.3,740.0,0.997,True
correct,14.14,14.117,0.0,698.4,698.3,698.4,0.999,True
correct,14.28,14.257,0.0,622.5,622.4,622.5,0.999,True
correct,14.558,14.558,0.0,658.8,658.9,658.8,0.998,True
correct,14.86,14.837,0.0,1046.3,1046.3,1046.3,1.0,True
correct,15.139,15.116,0.0,1046.2,1046.2,1046.2,1.0,True
correct,15.278,15.255,0.0,1046.3,1046.2,1046.3,1.0,True
correct,16.137,16.114,0.0,783.9,783.8,783.9,0.999,True
correct,16.277,16.254,0.0,740.2,740.1,740.2,0.999,True
correct,16.416,16.416,0.0,698.1,698.5,698.1,0.996,True
correct,16.579,16.555,0.0,622.6,622.3,622.6,0.996,True
correct,16.857,16.834,0.0,658.9,658.9,658.9,1.0,True
correct,17.136,17.113,0.0,415.3,415.3,415.3,0.999,True
correct,17.275,17.275,0.0,439.5,440.0,439.5,0.991,True
correct,17.438,17.415,0.0,523.5,523.5,523.5,1.0,True
correct,17.716,17.693,0.0,439.9,439.8,439.9,0.999,True
correct,17.856,17.832,0.0,523.4,523.0,523.4,0.993,True
correct,17.995,17.972,0.0,587.1,587.4,587.1,0.996,True
correct,18.413,18.413,0.0,622.4,622.6,622.4,0.997,True
correct,18.854,18.831,0.0,587.2,587.4,587.2,0.996,True
correct,19.272,19.272,0.0,522.8,523.3,522.8,0.992,True
correct,20.712,20.689,0.0,784.2,784.2,784.2,1.0,True
correct,20.851,20.828,0.0,739.9,740.2,739.9,0.996,True
correct,20.99,20.967,0.0,698.2,698.1,698.2,0.999,True
correct,21.13,21.13,0.0,622.4,622.6,622.4,0.997,True
correct,21.432,21.408,0.0,658.9,658.9,658.9,1.0,True
correct,21.71,21.687,0.0,415.0,415.3,415.0,0.992,True
correct,21.85,21.826,0.0,440.1,439.5,440.1,0.99,True
correct,21.989,21.989,0.0,523.3,523.5,523.3,0.997,True
correct,22.291,22.267,0.0,440.2,439.9,440.2,0.994,True
correct,22.43,22.407,0.0,523.1,523.4,523.1,0.995,True
correct,22.569,22.546,0.0,587.1,587.1,587.1,0.999,True
correct,22.987,22.987,0.0,783.7,784.1,783.7,0.996,True
correct,23.15,23.127,0.0,740.3,740.3,740.3,1.0,True
correct,23.289,23.266,0.0,698.4,698.6,698.4,0.998,True
correct,23.428,23.405,0.0,622.2,622.2,622.2,0.999,True
correct,23.707,23.684,0.0,658.9,658.9,658.9,0.999,True
correct,23.986,23.986,0.0,1046.2,1046.1,1046.2,0.999,True
correct,24.288,24.264,0.0,1046.2,1046.2,1046.2,0.999,True
correct,24.427,24.404,0.0,1046.2,1046.2,1046.2,1.0,True
correct,25.286,25.263,0.0,784.0,784.2,784.0,0.998,True
correct,25.425,25.402,0.0,739.9,739.9,739.9,0.999,True
correct,25.565,25.541,0.0,698.6,698.2,698.6,0.996,True
correct,25.704,25.681,0.0,622.0,622.4,622.0,0.995,True
correct,26.006,25.983,0.0,658.9,658.9,658.9,1.0,True
correct,26.285,26.261,0.0,415.4,415.0,415.4,0.991,True
correct,26.424,26.401,0.0,440.1,440.1,440.1,0.999,True
correct,26.563,26.54,0.0,522.9,523.3,522.9,0.994,True
correct,26.842,26.842,0.0,440.0,440.2,440.0,0.996,True
correct,27.004,26.981,0.0,523.2,523.1,523.2,0.999,True
correct,27.144,27.12,0.0,587.4,587.1,587.4,0.996,True
correct,27.562,27.538,0.0,622.4,622.0,622.4,0.993,True
correct,28.003,27.98,0.0,587.5,587.5,587.5,1.0,True
correct,28.421,28.398,0.0,523.4,523.4,523.4,0.999,True
