mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,1748,1737,1571,83,83,11,0,657,120.00,134.00,14.00
tempo,faster_tempo,1781,1774,1464,165,145,7,0,211,120.00,156.00,36.00
tempo,a_lot_faster_tempo,1805,1785,1436,183,166,20,0,206,120.00,134.00,14.00
tempo,slower_tempo,1792,1796,1553,112,127,0,4,484,120.00,104.00,16.00
tempo,a_lot_slower_tempo,1813,1811,1508,161,142,2,0,431,120.00,134.00,14.00
progressive_tempo,accelerando,2058,1724,1239,398,87,334,0,164,120.00,170.00,50.00
progressive_tempo,ritardando,1756,2184,1140,122,494,0,428,161,120.00,188.00,68.00
progressive_tempo,tempo_fluctuation,2462,2405,1131,586,688,57,0,244,120.00,144.00,24.00
timing,note_too_soon,1750,1738,1526,112,100,12,0,357,120.00,134.00,14.00
timing,note_too_late,1750,1738,1526,113,99,12,0,352,120.00,134.00,14.00
duration,note_held_too_long,1748,1737,1571,83,83,11,0,656,120.00,134.00,14.00
duration,note_cut_too_soon,1749,1738,1571,83,84,11,0,655,120.00,134.00,14.00
note,note_missing,1748,1737,1571,83,83,11,0,657,120.00,134.00,14.00
note,note_not_expected,1748,1738,1571,84,83,10,0,658,120.00,134.00,14.00
articulation,articulated_legato,1748,1735,1558,93,84,13,0,469,120.00,134.00,14.00
articulation,articulated_staccato,1883,1869,1493,196,180,14,0,303,120.00,134.00,14.00
articulation,articulated_accentuated,1748,1737,1571,83,83,11,0,657,120.00,134.00,14.00
