onset_type,onset_ref_time,onset_live_time,adjustment_ms,note_ref,note_live,notes_similarity
correct,0.0,0.0,0.0,A3,A3,1.0
correct,0.13,0.13,0.0,A3,A3,1.0
correct,0.32,0.32,0.0,D4,D4,1.0
correct,0.55,0.55,0.0,F#/Gb4,F#/Gb4,1.0
correct,0.9,0.9,0.0,F#/Gb4,F#/Gb4,1.0
correct,1.28,1.28,0.0,F#/Gb4,F#/Gb4,1.0
correct,2.05,2.05,0.0,E/Fb4,E/Fb4,1.0
correct,2.24,2.24,0.0,D4,D4,1.0
correct,2.37,2.37,0.0,C#/Db4,C#/Db4,1.0
correct,3.52,3.56,-0.04,D4,E/Fb4,0.6
correct,3.68,3.68,0.0,E/Fb4,E/Fb4,1.0
correct,3.91,3.91,0.0,F#/Gb4,D4,0.2
early,5.99,5.16,0.83,A3,E/Fb7,0.1
late,6.18,5.99,0.19,D4,A3,0.1
correct,6.31,6.18,0.13,D4,D4,1.0
correct,6.5,6.31,0.19,E/Fb4,D4,0.6
early,6.92,6.5,0.42,F#/Gb4,E/Fb4,0.6
correct,7.3,6.92,0.38,E/Fb4,F#/Gb4,0.6
early,8.04,7.3,0.74,D4,E/Fb4,0.6
late,8.2,8.04,0.16,D4,D4,1.0
correct,8.42,8.23,0.19,B/Cb3,D4,0.4
early,9.92,8.42,1.5,B/Cb3,B/Cb3,1.0
early,11.97,9.92,2.05,G#/Ab3,B/Cb3,0.4
late,12.13,11.97,0.16,A3,G#/Ab3,0.8
correct,12.32,12.13,0.19,D4,A3,0.1
correct,12.55,12.32,0.23,F#/Gb4,D4,0.2
correct,12.9,12.55,0.35,F#/Gb4,F#/Gb4,1.0
correct,13.28,12.93,0.35,F#/Gb4,F#/Gb4,1.0
early,14.05,13.28,0.77,E/Fb4,F#/Gb4,0.6
late,14.24,14.05,0.19,D4,E/Fb4,0.6
correct,14.37,14.24,0.13,C#/Db4,D4,0.8
early,15.52,14.37,1.15,D4,C#/Db4,0.8
correct,15.68,15.56,0.12,B/Cb4,B/Cb4,1.0
correct,15.91,15.68,0.23,A4,B/Cb4,0.6
correct,16.1,15.88,0.22,E/Fb4,B/Cb4,0.1
correct,16.29,16.1,0.19,E/Fb4,E/Fb4,1.0
early,17.03,16.29,0.74,G4,E/Fb4,0.4
late,17.41,17.03,0.38,G4,F#/Gb4,0.8
late,17.6,17.41,0.19,F#/Gb4,G4,0.8
correct,17.8,17.6,0.2,D4,F#/Gb4,0.2
early,18.18,17.8,0.38,D4,D4,1.0
correct,18.53,18.18,0.35,D4,D4,1.0
correct,18.92,18.53,0.39,A3,D4,0.1
early,20.04,18.92,1.12,B/Cb3,A3,0.6
late,20.2,20.04,0.16,B/Cb3,B/Cb3,1.0
correct,20.39,20.23,0.16,D4,D4,1.0
early,23.43,20.39,3.04,G4,D4,0.1
late,24.9,23.43,1.47,A#/Bb4,G4,0.4
correct,26.4,24.93,1.47,A#/Bb4,A#/Bb4,1.0
early,28.68,26.44,2.24,F4,D#/Eb4,0.6
late,29.03,28.68,0.35,F4,F4,1.0
correct,29.41,29.06,0.35,G4,G4,1.0
early,30.18,29.41,0.77,G4,G4,1.0
correct,30.92,30.18,0.74,F4,G4,0.6
correct,31.65,30.92,0.73,F4,F4,1.0
correct,32.42,31.68,0.74,D#/Eb4,F4,0.6
early,33.92,32.42,1.5,G4,D#/Eb4,0.2
correct,35.43,33.92,1.51,A#/Bb4,G4,0.4
correct,36.9,35.43,1.47,D5,A#/Bb4,0.2
correct,38.4,36.93,1.47,D5,A#/Bb4,0.2
late,38.79,38.44,0.35,A#/Bb4,D#/Eb5,0.1
early,40.29,38.79,1.5,G#/Ab4,A#/Bb4,0.6
late,40.68,40.29,0.39,A#/Bb4,G#/Ab4,0.6
correct,41.03,40.68,0.35,A#/Bb4,A#/Bb4,1.0
correct,41.41,41.06,0.35,C5,C5,1.0
early,42.53,41.41,1.12,G4,C5,0.1
late,42.72,42.56,0.16,F4,G4,0.6
correct,42.92,42.69,0.23,F4,F4,1.0
early,44.04,42.88,1.16,D#/Eb4,D#/Eb4,1.0
late,44.42,44.04,0.38,D#/Eb4,D#/Eb4,1.0
extra,,44.42,,,D#/Eb4,
