mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,478,404,127,168,109,74,0,57,120.00,156.00,36.00
progressive_tempo,ritardando,415,519,124,78,213,0,104,54,120.00,104.00,16.00
progressive_tempo,tempo_fluctuation,458,707,119,71,268,0,249,47,120.00,117.00,3.00
duration,note_held_too_long,404,405,341,26,37,0,1,292,120.00,117.00,3.00
duration,note_cut_too_soon,406,407,336,29,41,0,1,291,120.00,117.00,3.00
note,note_missing,403,403,361,26,16,0,0,307,120.00,117.00,3.00
note,note_not_expected,403,405,257,67,79,0,2,206,120.00,117.00,3.00
articulation,articulated_legato,403,403,290,65,48,0,0,236,120.00,117.00,3.00
articulation,articulated_staccato,422,425,188,113,121,0,3,114,120.00,117.00,3.00
articulation,articulated_accentuated,403,404,341,25,37,0,1,294,120.00,117.00,3.00
