onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,219.5,219.5,219.5,1.0,True
correct,0.302,0.302,0.0,293.2,293.2,293.2,1.0,True
correct,0.581,0.581,0.0,440.0,440.0,440.0,1.0,True
correct,1.184,1.184,0.0,391.2,391.2,391.2,1.0,True
correct,1.788,1.788,0.0,369.4,369.4,369.4,1.0,True
correct,2.09,2.09,0.0,329.8,329.8,329.8,1.0,True
correct,2.392,2.392,0.0,277.4,277.4,277.4,1.0,True
correct,4.482,4.482,0.0,277.2,277.2,277.2,1.0,True
correct,4.783,4.783,0.0,218.8,218.8,218.8,0.999,True
correct,5.085,5.085,0.0,276.7,276.7,276.7,1.0,True
correct,5.387,5.387,0.0,369.5,369.5,369.5,1.0,True
correct,5.991,5.991,0.0,329.8,329.8,329.8,1.0,True
correct,6.595,6.595,0.0,277.5,277.5,277.5,1.0,True
correct,6.896,6.896,0.0,294.1,294.0,294.1,0.997,True
correct,7.198,7.198,0.0,369.6,369.6,369.6,1.0,True
correct,9.288,9.288,0.0,293.0,293.0,293.0,1.0,True
correct,9.59,9.59,0.0,219.6,219.6,219.6,1.0,True
correct,9.892,9.892,0.0,293.2,293.2,293.2,1.0,True
correct,10.194,10.194,0.0,440.2,440.2,440.2,1.0,True
correct,10.797,10.797,0.0,391.6,391.6,391.6,1.0,True
correct,11.401,11.401,0.0,369.6,369.6,369.6,1.0,True
correct,11.703,11.703,0.0,330.0,330.0,330.0,1.0,True
correct,11.982,11.982,0.0,277.2,277.2,277.2,1.0,True
correct,14.095,14.095,0.0,277.5,277.5,277.5,1.0,True
correct,14.396,14.396,0.0,219.4,219.4,219.4,1.0,True
correct,14.698,14.698,0.0,277.2,277.2,277.2,1.0,True
correct,15.0,15.0,0.0,369.6,369.6,369.6,1.0,True
correct,15.604,15.604,0.0,330.0,330.0,330.0,1.0,True
correct,16.184,16.184,0.0,276.5,276.5,276.5,1.0,True
correct,16.486,16.486,0.0,280.5,280.5,280.5,0.999,True
correct,18.901,18.901,0.0,369.6,369.6,369.6,1.0,True
correct,20.085,20.085,0.0,439.7,439.7,439.7,1.0,True
correct,21.293,21.293,0.0,391.6,391.6,391.6,1.0,True
correct,21.595,21.595,0.0,440.2,440.2,440.2,1.0,True
correct,21.896,21.896,0.0,391.5,391.5,391.5,1.0,True
correct,22.198,22.198,0.0,368.3,368.3,368.3,0.999,True
correct,22.5,22.5,0.0,329.5,329.5,329.5,1.0,True
correct,23.684,23.684,0.0,276.5,276.5,276.5,1.0,True
correct,23.986,23.986,0.0,184.0,184.0,184.0,1.0,True
correct,24.288,24.288,0.0,164.5,164.4,164.5,0.997,True
correct,24.892,24.892,0.0,329.8,329.8,329.8,1.0,True
correct,26.099,26.099,0.0,369.6,369.6,369.6,1.0,True
correct,26.401,26.401,0.0,391.2,391.2,391.2,0.999,True
correct,26.703,26.703,0.0,368.7,368.7,368.7,1.0,True
correct,26.982,26.982,0.0,329.6,329.6,329.6,1.0,True
correct,27.284,27.284,0.0,293.0,293.0,293.0,1.0,True
correct,28.491,28.491,0.0,369.6,369.6,369.6,1.0,True
correct,29.095,29.095,0.0,247.0,247.0,247.0,1.0,True
correct,29.698,29.698,0.0,439.9,440.0,439.9,1.0,True
correct,30.883,30.883,0.0,391.7,391.7,391.7,1.0,True
correct,31.184,31.184,0.0,371.9,371.9,371.9,0.999,True
correct,31.486,31.486,0.0,378.6,378.6,378.6,0.999,True
correct,31.788,31.788,0.0,439.2,439.2,439.2,1.0,True
correct,32.09,32.09,0.0,493.9,493.9,493.9,1.0,True
correct,33.297,33.297,0.0,439.9,439.9,439.9,1.0,True
correct,33.901,33.901,0.0,391.6,391.6,391.6,1.0,True
correct,34.203,34.203,0.0,368.7,368.7,368.7,1.0,True
correct,34.482,34.482,0.0,391.2,391.2,391.2,1.0,True
correct,35.689,35.689,0.0,369.5,369.5,369.5,1.0,True
correct,35.991,35.991,0.0,381.1,381.1,381.1,0.999,True
correct,36.293,36.293,0.0,369.4,369.4,369.4,1.0,True
correct,36.595,36.595,0.0,329.9,329.9,329.9,1.0,True
correct,36.897,36.897,0.0,293.2,293.2,293.2,1.0,True
correct,38.081,38.081,0.0,493.9,493.9,493.9,1.0,True
correct,38.685,38.685,0.0,493.6,493.6,493.6,1.0,True
correct,39.288,39.288,0.0,486.2,486.2,486.2,0.999,True
correct,39.59,39.59,0.0,415.0,415.0,415.0,1.0,True
late,39.892,40.194,-0.3,658.9,658.9,658.9,1.0,True
