mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,1231,1223,1063,80,80,8,0,385,120.00,125.00,5.00
tempo,a_lot_faster_tempo,1276,1266,1060,104,102,10,0,316,120.00,156.00,36.00
tempo,slower_tempo,1239,1238,1083,84,71,1,0,368,120.00,170.00,50.00
tempo,a_lot_slower_tempo,1242,1230,1031,97,102,12,0,249,120.00,104.00,16.00
progressive_tempo,accelerando,1406,1197,899,209,89,209,0,162,120.00,125.00,5.00
progressive_tempo,ritardando,1220,1430,910,76,234,0,210,162,120.00,125.00,5.00
progressive_tempo,tempo_fluctuation,1413,1471,903,230,280,0,58,162,120.00,110.00,10.00
duration,note_held_too_long,1217,1206,1044,86,76,11,0,339,120.00,104.00,16.00
duration,note_cut_too_soon,1217,1206,1044,86,76,11,0,340,120.00,104.00,16.00
note,note_missing,1217,1205,1047,82,76,12,0,344,120.00,104.00,16.00
note,note_not_expected,1217,1206,1044,86,76,11,0,338,120.00,104.00,16.00
articulation,articulated_legato,1218,1204,1027,92,85,14,0,331,120.00,104.00,16.00
articulation,articulated_staccato,1303,1291,1037,130,124,12,0,284,120.00,104.00,16.00
articulation,articulated_accentuated,1217,1206,1044,86,76,11,0,340,120.00,104.00,16.00
