mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,467,467,281,87,99,0,0,156,120.00,117.00,3.00
tempo,faster_tempo,497,499,264,110,123,0,2,105,120.00,144.00,24.00
tempo,a_lot_faster_tempo,505,503,263,129,111,2,0,134,120.00,170.00,50.00
tempo,slower_tempo,490,496,229,125,136,0,6,68,120.00,99.00,21.00
tempo,a_lot_slower_tempo,498,495,306,99,90,3,0,186,120.00,120.00,0.00
progressive_tempo,accelerando,558,467,187,184,96,91,0,63,120.00,134.00,14.00
progressive_tempo,ritardando,482,604,157,94,231,0,122,46,120.00,94.00,26.00
progressive_tempo,tempo_fluctuation,562,704,165,138,259,0,142,46,120.00,125.00,5.00
timing,note_too_soon,467,468,243,105,119,0,1,106,120.00,117.00,3.00
timing,note_too_late,467,468,244,104,119,0,1,106,120.00,117.00,3.00
duration,note_held_too_long,468,468,280,89,99,0,0,156,120.00,117.00,3.00
duration,note_cut_too_soon,467,467,281,87,99,0,0,157,120.00,117.00,3.00
note,note_missing,467,467,281,87,99,0,0,157,120.00,117.00,3.00
note,note_not_expected,467,465,307,81,77,2,0,219,120.00,117.00,3.00
articulation,articulated_legato,467,466,287,85,94,1,0,162,120.00,117.00,3.00
articulation,articulated_staccato,475,476,277,91,107,0,1,140,120.00,117.00,3.00
articulation,articulated_accentuated,467,467,281,87,99,0,0,157,120.00,117.00,3.00
