onset_type,onset_time,pitch
no_change,16.2,57
no_change,16.589,57
no_change,16.664,57
no_change,16.777,60
no_change,16.886,59
articulation,16.986,57
no_change,17.091,64
no_change,17.448,52
no_change,17.557,52
no_change,17.634,56
no_change,17.725,54
no_change,17.827,52
no_change,17.932,57
no_change,18.28,57
no_change,18.359,57
no_change,18.457,60
no_change,18.559,59
no_change,18.661,57
no_change,18.782,64
no_change,19.4,52
no_change,19.889,57
no_change,20.25,57
no_change,20.334,57
no_change,20.441,60
no_change,20.541,59
no_change,20.641,57
no_change,20.77,64
no_change,21.107,52
no_change,21.216,52
no_change,21.314,56
no_change,21.409,54
no_change,21.502,52
no_change,21.602,57
no_change,21.948,57
no_change,22.032,57
no_change,22.118,60
no_change,22.225,59
no_change,22.327,57
no_change,22.441,64
no_change,23.014,52
no_change,23.466,69
no_change,23.805,69
no_change,23.895,69
no_change,24.002,70
no_change,24.086,69
no_change,24.186,67
no_change,24.302,65
no_change,24.641,62
no_change,24.745,62
no_change,24.823,65
no_change,24.927,64
no_change,25.023,62
no_change,25.123,67
no_change,25.475,67
no_change,25.568,67
no_change,25.67,69
no_change,25.78,67
no_change,25.866,65
no_change,25.973,64
no_change,26.316,60
no_change,26.409,60
no_change,26.498,64
no_change,26.611,62
no_change,26.682,60
no_change,26.784,65
no_change,27.157,59
no_change,27.243,59
no_change,27.348,62
no_change,27.441,60
no_change,27.539,59
no_change,27.664,64
no_change,28.041,57
no_change,28.132,57
no_change,28.239,60
no_change,28.314,59
no_change,28.411,57
no_change,28.523,53
no_change,28.855,63
no_change,28.977,52
no_change,29.116,64
no_change,29.241,62
no_change,29.359,59
no_change,29.47,57
no_change,30.043,45
no_change,30.509,69
no_change,30.877,69
no_change,30.973,69
no_change,31.091,70
no_change,31.186,69
no_change,31.275,67
no_change,31.393,65
no_change,31.761,62
no_change,31.864,62
no_change,31.957,65
no_change,32.048,64
no_change,32.143,62
no_change,32.245,67
no_change,32.586,67
no_change,32.68,67
no_change,32.789,69
no_change,32.852,67
no_change,32.973,65
no_change,33.064,64
no_change,33.425,60
no_change,33.514,60
no_change,33.607,64
no_change,33.714,62
no_change,33.78,60
no_change,33.886,65
no_change,34.245,59
no_change,34.339,59
no_change,34.455,62
no_change,34.534,60
no_change,34.65,59
no_change,34.736,64
no_change,35.1,57
no_change,35.2,57
no_change,35.293,60
no_change,35.391,59
no_change,35.48,57
no_change,35.586,53
no_change,35.939,63
no_change,36.068,52
no_change,36.209,64
no_change,36.339,62
no_change,36.461,59
no_change,36.589,57
no_change,37.264,45
no_change,38.27,69
no_change,38.305,72
no_change,38.364,76
no_change,38.505,72
no_change,38.618,69
no_change,38.707,64
no_change,38.811,60
no_change,38.916,57
no_change,39.039,64
no_change,39.073,68
no_change,39.125,71
no_change,39.245,68
no_change,39.33,72
no_change,39.345,64
no_change,39.43,59
no_change,39.552,56
no_change,39.684,52
no_change,39.755,69
no_change,39.841,76
no_change,39.97,72
no_change,40.075,69
no_change,40.164,64
no_change,40.273,60
no_change,40.391,57
no_change,40.5,64
no_change,40.973,72
no_change,41.0,52
no_change,41.364,69
no_change,41.477,76
no_change,41.561,72
no_change,41.673,68
no_change,41.68,69
no_change,41.764,64
no_change,41.866,60
no_change,41.977,57
no_change,42.109,64
no_change,42.193,71
no_change,42.314,68
no_change,42.391,72
no_change,42.416,64
no_change,42.505,59
no_change,42.582,56
no_change,42.752,52
no_change,42.816,69
no_change,42.911,76
no_change,43.016,72
no_change,43.086,69
no_change,43.2,64
no_change,43.289,60
no_change,43.411,57
no_change,43.523,64
no_change,43.959,52
no_change,44.005,73
no_change,44.316,69
no_change,44.518,81
no_change,44.593,76
no_change,44.695,73
no_change,44.766,69
no_change,44.875,64
no_change,44.984,61
no_change,45.195,53
no_change,45.202,50
no_change,45.207,57
no_change,45.291,62
no_change,45.407,65
no_change,45.518,69
no_change,45.611,74
no_change,45.716,77
no_change,45.836,67
no_change,45.916,71
no_change,45.941,79
no_change,46.086,74
no_change,46.182,71
no_change,46.266,67
no_change,46.368,62
no_change,46.477,59
no_change,46.691,48
no_change,46.693,55
no_change,46.741,60
no_change,46.857,64
no_change,46.966,67
no_change,47.084,72
no_change,47.189,76
no_change,47.432,62
no_change,47.443,77
no_change,47.493,74
no_change,47.6,69
no_change,47.607,71
no_change,47.707,68
no_change,47.791,65
no_change,47.893,62
no_change,47.998,60
no_change,48.114,76
no_change,48.202,72
no_change,48.339,69
no_change,48.461,64
no_change,48.564,60
no_change,48.668,57
no_change,48.791,50
no_change,48.809,53
no_change,48.857,59
no_change,49.032,62
no_change,49.168,65
no_change,49.282,52
no_change,49.452,64
no_change,49.595,56
no_change,49.732,57
no_change,50.143,73
no_change,50.207,45
no_change,50.52,69
no_change,50.657,81
no_change,50.805,76
no_change,50.898,53
no_change,50.914,73
no_change,50.986,69
no_change,51.105,64
no_change,51.205,61
no_change,51.384,50
no_change,51.411,57
no_change,51.532,62
no_change,51.65,65
no_change,51.759,69
no_change,51.852,74
no_change,51.959,77
no_change,52.095,67
no_change,52.125,71
no_change,52.17,79
no_change,52.343,74
no_change,52.445,71
no_change,52.52,67
no_change,52.616,62
no_change,52.727,59
no_change,52.82,48
no_change,52.845,52
no_change,52.866,55
no_change,53.009,60
no_change,53.111,64
no_change,53.234,67
no_change,53.355,72
no_change,53.445,76
no_change,53.559,62
no_change,53.584,68
no_change,53.616,77
no_change,53.777,74
no_change,53.861,71
no_change,53.975,68
no_change,54.068,65
no_change,54.173,62
no_change,54.286,60
no_change,54.348,69
no_change,54.393,76
no_change,54.539,72
no_change,54.639,69
no_change,54.745,64
no_change,54.866,60
no_change,54.982,57
no_change,55.095,50
no_change,55.12,53
no_change,55.161,59
no_change,55.375,62
