mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,285,283,258,13,12,2,0,78,120.00,117.00,3.00
tempo,a_lot_faster_tempo,304,298,253,28,17,6,0,59,120.00,144.00,24.00
tempo,slower_tempo,297,298,276,13,8,0,1,110,120.00,117.00,3.00
tempo,a_lot_slower_tempo,307,299,253,31,15,8,0,74,120.00,144.00,24.00
progressive_tempo,accelerando,325,291,239,37,15,34,0,44,120.00,156.00,36.00
progressive_tempo,ritardando,284,331,227,6,51,0,47,56,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,311,296,180,59,57,15,0,23,120.00,104.00,16.00
duration,note_held_too_long,283,284,277,3,3,0,1,235,120.00,99.00,21.00
duration,note_cut_too_soon,283,284,277,3,3,0,1,236,120.00,99.00,21.00
note,note_missing,283,284,277,3,3,0,1,235,120.00,99.00,21.00
note,note_not_expected,283,285,272,4,7,0,2,227,120.00,99.00,21.00
articulation,articulated_legato,283,283,280,2,1,0,0,206,120.00,99.00,21.00
articulation,articulated_staccato,308,309,269,19,20,0,1,95,120.00,99.00,21.00
articulation,articulated_accentuated,283,284,277,3,3,0,1,236,120.00,99.00,21.00
