mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,217,220,165,20,32,0,3,50,120.00,125.00,5.00
tempo,a_lot_faster_tempo,227,233,153,32,42,0,6,49,120.00,156.00,36.00
tempo,slower_tempo,219,214,161,31,22,5,0,71,120.00,156.00,36.00
tempo,a_lot_slower_tempo,226,219,152,39,28,7,0,41,120.00,104.00,16.00
progressive_tempo,accelerando,242,213,126,53,34,29,0,29,120.00,125.00,5.00
progressive_tempo,ritardando,213,254,117,21,75,0,41,27,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,239,361,86,21,132,0,122,30,120.00,188.00,68.00
duration,note_held_too_long,213,213,213,0,0,0,0,189,120.00,208.00,88.00
duration,note_cut_too_soon,214,214,213,0,1,0,0,190,120.00,208.00,88.00
note,note_missing,213,212,208,3,1,1,0,187,120.00,208.00,88.00
note,note_not_expected,213,214,207,2,4,0,1,165,120.00,208.00,88.00
articulation,articulated_legato,213,213,213,0,0,0,0,163,120.00,208.00,88.00
articulation,articulated_staccato,216,216,209,4,3,0,0,125,120.00,208.00,88.00
articulation,articulated_accentuated,213,213,213,0,0,0,0,190,120.00,208.00,88.00
