mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,114,114,109,2,3,0,0,100,69.00,72.00,3.00
tempo,faster_tempo,116,116,104,6,6,0,0,61,69.00,170.00,101.00
tempo,a_lot_faster_tempo,114,114,110,2,2,0,0,54,69.00,104.00,35.00
tempo,slower_tempo,113,113,113,0,0,0,0,69,69.00,110.00,41.00
tempo,a_lot_slower_tempo,120,120,64,28,28,0,0,39,69.00,69.00,0.00
progressive_tempo,accelerando,132,113,34,49,30,19,0,16,69.00,104.00,35.00
progressive_tempo,ritardando,115,145,33,27,55,0,30,18,69.00,78.00,9.00
progressive_tempo,tempo_fluctuation,197,195,30,87,78,2,0,32,69.00,72.00,3.00
timing,note_too_soon,146,146,73,36,37,0,0,69,69.00,72.00,3.00
timing,note_too_late,119,118,50,37,31,1,0,46,69.00,72.00,3.00
duration,note_held_too_long,114,114,109,2,3,0,0,100,69.00,72.00,3.00
duration,note_cut_too_soon,115,115,109,2,4,0,0,101,69.00,72.00,3.00
note,note_missing,114,113,92,13,8,1,0,83,69.00,72.00,3.00
note,note_not_expected,114,115,95,8,11,0,1,88,69.00,72.00,3.00
articulation,articulated_legato,120,114,50,34,30,6,0,43,69.00,72.00,3.00
articulation,articulated_staccato,114,114,109,2,3,0,0,99,69.00,72.00,3.00
articulation,articulated_accentuated,114,114,109,2,3,0,0,101,69.00,72.00,3.00
