mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,453,451,430,12,9,2,0,143,120.00,170.00,50.00
tempo,a_lot_faster_tempo,469,467,432,20,15,2,0,155,120.00,144.00,24.00
tempo,slower_tempo,455,456,415,18,22,0,1,124,120.00,117.00,3.00
tempo,a_lot_slower_tempo,465,462,404,28,30,3,0,129,120.00,144.00,24.00
progressive_tempo,accelerando,528,449,340,95,14,79,0,67,120.00,125.00,5.00
progressive_tempo,ritardando,455,552,315,21,119,0,97,63,120.00,78.00,42.00
progressive_tempo,tempo_fluctuation,543,632,347,73,123,0,89,66,120.00,99.00,21.00
duration,note_held_too_long,449,449,437,6,6,0,0,282,120.00,144.00,24.00
duration,note_cut_too_soon,449,449,437,5,7,0,0,284,120.00,144.00,24.00
note,note_missing,448,447,440,5,2,1,0,298,120.00,144.00,24.00
note,note_not_expected,448,448,437,5,6,0,0,285,120.00,144.00,24.00
articulation,articulated_legato,448,446,431,8,7,2,0,239,120.00,144.00,24.00
articulation,articulated_staccato,472,472,436,16,20,0,0,237,120.00,144.00,24.00
articulation,articulated_accentuated,448,448,437,5,6,0,0,285,120.00,144.00,24.00
