mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,360,360,355,2,3,0,0,331,120.00,104.00,16.00
tempo,faster_tempo,359,362,316,23,20,0,3,101,120.00,125.00,5.00
tempo,a_lot_faster_tempo,374,376,319,25,30,0,2,155,120.00,117.00,3.00
tempo,slower_tempo,363,364,321,17,25,0,1,97,120.00,125.00,5.00
tempo,a_lot_slower_tempo,362,362,344,18,0,0,0,154,120.00,156.00,36.00
progressive_tempo,accelerando,420,362,270,72,20,58,0,48,120.00,117.00,3.00
progressive_tempo,ritardando,361,443,244,21,96,0,82,45,120.00,94.00,26.00
progressive_tempo,tempo_fluctuation,369,541,225,14,130,0,172,30,120.00,170.00,50.00
timing,note_too_soon,360,359,316,21,22,1,0,120,120.00,104.00,16.00
timing,note_too_late,359,358,316,20,22,1,0,117,120.00,104.00,16.00
duration,note_held_too_long,358,358,358,0,0,0,0,333,120.00,104.00,16.00
duration,note_cut_too_soon,359,359,358,0,1,0,0,333,120.00,104.00,16.00
note,note_missing,358,357,354,2,1,1,0,305,120.00,104.00,16.00
note,note_not_expected,359,360,321,19,19,0,1,149,120.00,104.00,16.00
articulation,articulated_legato,358,358,358,0,0,0,0,332,120.00,104.00,16.00
articulation,articulated_staccato,365,365,356,5,4,0,0,295,120.00,104.00,16.00
articulation,articulated_accentuated,358,358,358,0,0,0,0,333,120.00,104.00,16.00
