mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,831,842,547,142,142,0,11,154,120.00,144.00,24.00
tempo,a_lot_faster_tempo,887,873,517,182,174,14,0,135,120.00,188.00,68.00
tempo,slower_tempo,832,843,585,120,127,0,11,227,120.00,99.00,21.00
tempo,a_lot_slower_tempo,833,841,540,147,146,0,8,147,120.00,125.00,5.00
progressive_tempo,accelerando,973,813,429,243,141,160,0,85,120.00,134.00,14.00
progressive_tempo,ritardando,820,999,437,120,263,0,179,84,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,1106,1203,525,287,294,0,97,133,120.00,134.00,14.00
duration,note_held_too_long,819,823,588,110,121,0,4,225,120.00,125.00,5.00
duration,note_cut_too_soon,819,823,588,110,121,0,4,224,120.00,125.00,5.00
note,note_missing,820,823,584,113,123,0,3,253,120.00,125.00,5.00
note,note_not_expected,819,824,583,109,127,0,5,219,120.00,125.00,5.00
articulation,articulated_legato,819,822,587,111,121,0,3,232,120.00,125.00,5.00
articulation,articulated_staccato,839,843,576,126,137,0,4,219,120.00,125.00,5.00
articulation,articulated_accentuated,819,823,588,110,121,0,4,225,120.00,125.00,5.00
