mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,353,354,247,43,63,0,1,234,120.00,82.00,38.00
tempo,faster_tempo,365,365,226,82,57,0,0,158,120.00,99.00,21.00
tempo,a_lot_faster_tempo,402,398,128,141,129,4,0,98,120.00,94.00,26.00
tempo,slower_tempo,368,372,190,94,84,0,4,144,120.00,94.00,26.00
tempo,a_lot_slower_tempo,375,377,189,75,111,0,2,117,120.00,117.00,3.00
progressive_tempo,accelerando,425,354,106,158,90,71,0,53,120.00,89.00,31.00
progressive_tempo,ritardando,364,452,92,90,182,0,88,34,120.00,110.00,10.00
progressive_tempo,tempo_fluctuation,472,537,119,158,195,0,65,40,120.00,120.00,0.00
timing,note_too_soon,362,362,344,8,10,0,0,310,120.00,82.00,38.00
timing,note_too_late,354,354,352,1,1,0,0,315,120.00,82.00,38.00
duration,note_held_too_long,353,353,353,0,0,0,0,315,120.00,82.00,38.00
duration,note_cut_too_soon,354,354,354,0,0,0,0,314,120.00,82.00,38.00
note,note_missing,353,353,353,0,0,0,0,314,120.00,82.00,38.00
note,note_not_expected,353,354,189,69,95,0,1,171,120.00,82.00,38.00
articulation,articulated_legato,353,352,189,93,70,1,0,181,120.00,82.00,38.00
articulation,articulated_staccato,355,353,173,95,85,2,0,103,120.00,82.00,38.00
articulation,articulated_accentuated,353,353,353,0,0,0,0,315,120.00,82.00,38.00
