mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,596,500,204,187,109,96,0,69,120.00,156.00,36.00
progressive_tempo,ritardando,512,639,164,97,251,0,127,67,120.00,89.00,31.00
progressive_tempo,tempo_fluctuation,674,965,135,161,378,0,291,77,120.00,144.00,24.00
duration,note_held_too_long,503,504,361,53,89,0,1,307,120.00,134.00,14.00
duration,note_cut_too_soon,504,505,359,54,91,0,1,304,120.00,134.00,14.00
note,note_missing,503,503,407,37,59,0,0,358,120.00,134.00,14.00
note,note_not_expected,503,504,361,53,89,0,1,307,120.00,134.00,14.00
articulation,articulated_legato,503,504,361,53,89,0,1,307,120.00,134.00,14.00
articulation,articulated_staccato,584,586,330,116,138,0,2,221,120.00,134.00,14.00
articulation,articulated_accentuated,503,504,361,53,89,0,1,307,120.00,134.00,14.00
