mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,66,66,66,0,0,0,0,61,120.00,117.00,3.00
tempo,faster_tempo,75,75,64,5,6,0,0,51,120.00,144.00,24.00
tempo,a_lot_faster_tempo,75,73,59,7,7,2,0,50,120.00,89.00,31.00
tempo,slower_tempo,69,68,64,3,1,1,0,58,120.00,94.00,26.00
tempo,a_lot_slower_tempo,69,69,65,2,2,0,0,53,120.00,120.00,0.00
progressive_tempo,accelerando,83,69,31,25,13,14,0,16,120.00,144.00,24.00
progressive_tempo,ritardando,68,84,29,10,29,0,16,13,120.00,99.00,21.00
progressive_tempo,tempo_fluctuation,69,71,55,5,9,0,2,35,120.00,125.00,5.00
timing,note_too_soon,72,72,58,7,7,0,0,52,120.00,117.00,3.00
timing,note_too_late,71,71,60,6,5,0,0,58,120.00,117.00,3.00
duration,note_held_too_long,66,66,66,0,0,0,0,60,120.00,117.00,3.00
duration,note_cut_too_soon,69,69,62,4,3,0,0,58,120.00,117.00,3.00
note,note_missing,66,65,54,4,7,1,0,38,120.00,117.00,3.00
note,note_not_expected,71,72,51,11,9,0,1,34,120.00,117.00,3.00
articulation,articulated_legato,66,64,49,7,8,2,0,25,120.00,117.00,3.00
articulation,articulated_staccato,66,66,66,0,0,0,0,61,120.00,117.00,3.00
articulation,articulated_accentuated,66,66,66,0,0,0,0,61,120.00,117.00,3.00
