mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,1005,1011,742,123,140,0,6,264,120.00,134.00,14.00
tempo,a_lot_faster_tempo,988,995,794,86,108,0,7,337,120.00,134.00,14.00
tempo,slower_tempo,987,992,732,128,127,0,5,252,120.00,144.00,24.00
tempo,a_lot_slower_tempo,1012,1010,757,137,116,2,0,294,120.00,156.00,36.00
progressive_tempo,accelerando,1135,977,615,263,99,158,0,149,120.00,125.00,5.00
progressive_tempo,ritardando,988,1218,531,119,338,0,230,135,120.00,117.00,3.00
progressive_tempo,tempo_fluctuation,1336,1064,287,409,368,272,0,132,120.00,144.00,24.00
duration,note_held_too_long,985,985,917,32,36,0,0,793,120.00,117.00,3.00
duration,note_cut_too_soon,986,986,915,35,36,0,0,793,120.00,117.00,3.00
note,note_missing,985,985,917,32,36,0,0,794,120.00,117.00,3.00
note,note_not_expected,985,986,917,32,36,0,1,794,120.00,117.00,3.00
articulation,articulated_legato,985,985,917,32,36,0,0,793,120.00,117.00,3.00
articulation,articulated_staccato,974,973,907,29,37,1,0,483,120.00,117.00,3.00
articulation,articulated_accentuated,985,985,917,32,36,0,0,794,120.00,117.00,3.00
