onset_type,onset_time,pitch
no_change,0.275,40
no_change,0.505,76
no_change,0.839,75
no_change,1.207,71
no_change,1.811,64
no_change,2.395,45
no_change,2.559,74
no_change,2.85,72
no_change,3.209,66
no_change,3.893,64
no_change,3.895,60
no_change,4.58,47
no_change,4.714,72
no_change,4.995,71
no_change,5.298,63
no_change,6.07,57
no_change,6.173,63
no_change,6.286,67
no_change,7.032,40
no_change,7.184,66
no_change,7.3,67
no_change,7.875,64
no_change,8.161,59
no_change,8.43,64
no_change,8.648,67
no_change,8.873,71
no_change,9.405,40
no_change,9.493,76
no_change,9.818,75
no_change,10.134,71
no_change,10.714,64
no_change,10.716,67
no_change,11.22,45
no_change,11.336,74
no_change,11.609,72
no_change,11.9,66
no_change,12.48,60
no_change,13.052,47
no_change,13.152,72
no_change,13.443,71
no_change,13.761,63
no_change,14.391,57
no_change,14.486,63
no_change,14.6,67
no_change,15.475,55
no_change,15.48,59
no_change,15.482,64
no_change,15.545,67
no_change,15.586,67
no_change,16.477,40
no_change,18.52,40
no_change,18.739,76
no_change,19.064,75
no_change,19.466,71
no_change,20.127,64
no_change,20.784,45
no_change,20.873,74
no_change,21.175,72
no_change,21.486,66
no_change,22.245,60
no_change,23.032,47
no_change,23.145,72
no_change,23.425,71
no_change,23.707,63
no_change,24.436,57
no_change,24.518,63
no_change,24.614,67
no_change,25.395,40
no_change,25.502,66
no_change,25.564,67
no_change,26.195,64
no_change,26.461,59
no_change,26.693,64
no_change,26.914,67
no_change,27.127,71
no_change,27.584,40
no_change,27.659,76
no_change,27.923,75
no_change,28.202,71
no_change,28.773,64
no_change,29.298,45
no_change,29.43,74
no_change,29.7,72
no_change,30.009,66
no_change,30.609,60
no_change,31.195,47
no_change,31.293,72
no_change,31.584,71
no_change,31.909,63
no_change,32.593,57
no_change,32.698,63
no_change,32.795,67
no_change,33.611,55
no_change,33.614,59
no_change,33.616,64
no_change,33.648,67
no_change,33.689,67
no_change,34.709,40
no_change,36.673,40
no_change,36.832,68
no_change,37.532,56
no_change,37.534,59
no_change,37.891,71
no_change,38.143,45
no_change,38.186,61
no_change,38.195,64
no_change,38.459,66
no_change,38.75,40
no_change,38.757,68
no_change,39.373,56
no_change,39.375,59
no_change,39.377,64
no_change,39.739,71
no_change,40.011,45
no_change,40.064,61
no_change,40.08,64
no_change,40.402,66
no_change,40.73,40
no_change,40.764,59
no_change,40.789,64
no_change,40.809,68
no_change,41.073,71
no_change,41.568,76
no_change,41.884,75
no_change,42.202,54
no_change,42.305,75
no_change,42.33,76
no_change,42.716,59
no_change,42.893,75
no_change,42.98,73
no_change,43.005,73
no_change,43.311,47
no_change,43.339,75
no_change,43.341,57
no_change,43.37,73
no_change,43.386,63
no_change,43.789,71
no_change,44.041,69
no_change,44.295,66
no_change,44.536,63
no_change,44.782,59
no_change,45.143,40
no_change,45.266,56
no_change,45.925,59
no_change,45.934,64
no_change,46.209,59
no_change,46.598,45
no_change,46.657,52
no_change,46.716,61
no_change,46.73,64
no_change,46.959,54
no_change,47.218,56
no_change,47.486,59
no_change,48.152,68
no_change,49.339,63
no_change,50.073,48
missing,50.236,64
no_change,50.364,66
no_change,52.58,58
no_change,52.764,47
no_change,52.766,59
no_change,53.225,57
no_change,53.227,61
no_change,53.461,56
no_change,53.464,59
no_change,54.095,47
no_change,54.098,57
no_change,54.107,63
no_change,54.716,52
no_change,54.72,64
no_change,55.361,40
no_change,56.77,40
no_change,56.943,68
no_change,57.775,56
no_change,57.777,64
no_change,58.173,71
no_change,58.518,45
no_change,58.602,61
no_change,58.627,64
no_change,58.909,66
no_change,59.189,40
no_change,59.252,68
no_change,59.88,56
no_change,59.882,59
no_change,59.884,64
no_change,60.241,71
no_change,60.505,45
no_change,60.552,61
no_change,60.559,64
no_change,60.825,66
no_change,61.068,40
no_change,61.13,59
no_change,61.157,64
no_change,61.18,68
no_change,61.495,71
no_change,61.998,76
no_change,62.318,75
no_change,62.661,54
no_change,62.743,59
no_change,62.773,75
no_change,62.85,76
no_change,63.375,73
no_change,63.473,73
no_change,63.736,47
no_change,63.743,75
no_change,63.761,73
no_change,63.775,75
no_change,63.791,57
no_change,63.834,63
no_change,64.268,71
no_change,64.523,69
no_change,64.782,66
no_change,65.023,63
no_change,65.3,59
no_change,65.707,40
no_change,65.882,56
no_change,66.577,59
no_change,66.58,64
no_change,66.95,59
no_change,67.375,45
no_change,67.432,52
no_change,67.482,61
no_change,67.495,64
no_change,67.775,54
no_change,68.016,40
no_change,68.032,56
no_change,68.293,59
no_change,68.898,68
no_change,71.043,63
no_change,71.809,48
no_change,71.898,58
no_change,71.945,64
no_change,72.105,66
no_change,74.016,58
no_change,74.189,47
no_change,74.686,57
no_change,74.691,61
no_change,74.911,56
no_change,74.914,59
no_change,75.63,47
no_change,75.632,54
no_change,75.634,57
no_change,75.641,63
no_change,76.398,52
no_change,77.234,40
no_change,79.905,40
no_change,80.132,76
no_change,80.584,75
no_change,80.993,71
no_change,81.698,67
no_change,81.7,64
no_change,82.398,45
no_change,82.55,74
no_change,82.9,72
no_change,83.227,66
no_change,83.982,60
no_change,84.741,47
no_change,84.866,72
no_change,85.2,71
no_change,85.543,63
no_change,86.325,57
no_change,86.418,63
no_change,86.514,67
no_change,87.411,40
no_change,87.486,66
no_change,87.539,67
no_change,88.175,64
no_change,88.457,59
no_change,88.664,64
no_change,88.905,67
no_change,89.13,71
no_change,89.589,40
no_change,89.673,76
no_change,89.973,75
no_change,90.286,71
no_change,90.909,67
no_change,90.911,64
no_change,91.436,45
no_change,91.548,74
no_change,91.83,72
no_change,92.152,66
no_change,92.755,64
no_change,92.757,60
no_change,93.373,47
no_change,93.464,72
no_change,93.832,71
no_change,94.218,63
no_change,95.141,57
no_change,95.241,63
no_change,95.366,67
no_change,97.268,55
no_change,97.27,59
no_change,97.275,64
no_change,97.323,67
no_change,97.386,67
no_change,98.836,40
