mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,187,187,186,0,1,0,0,136,76.00,75.00,1.00
tempo,faster_tempo,190,190,179,5,6,0,0,84,76.00,89.00,13.00
tempo,a_lot_faster_tempo,195,195,165,14,16,0,0,78,76.00,57.00,19.00
tempo,slower_tempo,190,190,180,4,6,0,0,81,76.00,60.00,16.00
tempo,a_lot_slower_tempo,194,194,153,18,23,0,0,68,76.00,76.00,0.00
progressive_tempo,accelerando,229,188,62,86,40,41,0,17,76.00,89.00,13.00
progressive_tempo,ritardando,194,246,57,35,102,0,52,9,76.00,60.00,16.00
progressive_tempo,tempo_fluctuation,219,525,3,34,182,0,306,16,76.00,72.00,4.00
timing,note_too_soon,188,189,112,38,38,0,1,39,76.00,75.00,1.00
timing,note_too_late,188,189,113,36,39,0,1,43,76.00,75.00,1.00
duration,note_held_too_long,187,187,186,0,1,0,0,136,76.00,75.00,1.00
duration,note_cut_too_soon,195,195,179,7,9,0,0,124,76.00,75.00,1.00
note,note_missing,187,187,186,0,1,0,0,135,76.00,75.00,1.00
note,note_not_expected,187,188,183,0,4,0,1,131,76.00,75.00,1.00
articulation,articulated_legato,187,187,186,0,1,0,0,136,76.00,75.00,1.00
articulation,articulated_staccato,189,189,181,3,5,0,0,131,76.00,75.00,1.00
articulation,articulated_accentuated,187,187,186,0,1,0,0,136,76.00,75.00,1.00
