mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,738,734,673,34,27,4,0,413,120.00,110.00,10.00
tempo,faster_tempo,761,759,707,22,30,2,0,346,120.00,134.00,14.00
tempo,a_lot_faster_tempo,782,771,677,54,40,11,0,281,120.00,110.00,10.00
tempo,slower_tempo,762,756,631,62,63,6,0,225,120.00,170.00,50.00
tempo,a_lot_slower_tempo,774,757,602,90,65,17,0,185,120.00,110.00,10.00
progressive_tempo,accelerando,854,725,514,150,61,129,0,121,120.00,110.00,10.00
progressive_tempo,ritardando,752,869,529,66,157,0,117,118,120.00,110.00,10.00
progressive_tempo,tempo_fluctuation,946,981,600,155,191,0,35,122,120.00,117.00,3.00
timing,note_too_soon,741,741,736,1,4,0,0,695,120.00,110.00,10.00
timing,note_too_late,741,741,737,2,2,0,0,697,120.00,110.00,10.00
duration,note_held_too_long,738,738,738,0,0,0,0,697,120.00,110.00,10.00
duration,note_cut_too_soon,739,739,738,0,1,0,0,698,120.00,110.00,10.00
note,note_missing,738,738,738,0,0,0,0,696,120.00,110.00,10.00
note,note_not_expected,738,739,737,1,0,0,1,670,120.00,110.00,10.00
articulation,articulated_legato,738,738,738,0,0,0,0,697,120.00,110.00,10.00
articulation,articulated_staccato,782,778,688,41,49,4,0,268,120.00,110.00,10.00
articulation,articulated_accentuated,738,738,738,0,0,0,0,698,120.00,110.00,10.00
