mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,369,369,368,0,1,0,0,309,120.00,144.00,24.00
tempo,faster_tempo,374,378,292,39,43,0,4,139,120.00,170.00,50.00
tempo,a_lot_faster_tempo,393,398,286,52,55,0,5,168,120.00,110.00,10.00
tempo,slower_tempo,375,370,288,50,32,5,0,136,120.00,208.00,88.00
tempo,a_lot_slower_tempo,390,376,276,58,42,14,0,91,120.00,134.00,14.00
progressive_tempo,accelerando,421,365,243,87,35,56,0,36,120.00,134.00,14.00
progressive_tempo,ritardando,372,443,226,35,111,0,71,33,120.00,188.00,68.00
progressive_tempo,tempo_fluctuation,425,515,147,69,209,0,90,33,120.00,156.00,36.00
timing,note_too_soon,371,370,312,33,25,1,0,184,120.00,144.00,24.00
timing,note_too_late,373,373,363,6,4,0,0,306,120.00,144.00,24.00
duration,note_held_too_long,369,369,368,1,0,0,0,310,120.00,144.00,24.00
duration,note_cut_too_soon,370,370,367,1,2,0,0,307,120.00,144.00,24.00
note,note_missing,368,367,348,12,7,1,0,260,120.00,144.00,24.00
note,note_not_expected,368,368,368,0,0,0,0,310,120.00,144.00,24.00
articulation,articulated_legato,371,370,313,34,23,1,0,197,120.00,144.00,24.00
articulation,articulated_staccato,379,380,361,8,10,0,1,248,120.00,144.00,24.00
articulation,articulated_accentuated,368,368,368,0,0,0,0,310,120.00,144.00,24.00
