mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,588,592,443,70,75,0,4,173,120.00,188.00,68.00
tempo,a_lot_faster_tempo,590,582,476,68,38,8,0,188,120.00,117.00,3.00
tempo,slower_tempo,595,595,459,68,68,0,0,179,120.00,125.00,5.00
tempo,a_lot_slower_tempo,599,593,385,111,97,6,0,113,120.00,156.00,36.00
progressive_tempo,accelerando,671,547,287,164,96,124,0,91,120.00,156.00,36.00
progressive_tempo,ritardando,584,721,285,97,202,0,137,80,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,691,876,357,107,227,0,185,81,120.00,144.00,24.00
duration,note_held_too_long,573,570,445,59,66,3,0,228,120.00,156.00,36.00
duration,note_cut_too_soon,574,571,444,59,68,3,0,227,120.00,156.00,36.00
note,note_missing,573,569,481,44,44,4,0,254,120.00,156.00,36.00
note,note_not_expected,575,573,410,77,86,2,0,204,120.00,156.00,36.00
articulation,articulated_legato,573,570,445,59,66,3,0,230,120.00,156.00,36.00
articulation,articulated_staccato,600,594,482,53,59,6,0,217,120.00,156.00,36.00
articulation,articulated_accentuated,573,570,445,59,66,3,0,228,120.00,156.00,36.00
