mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,721,718,654,31,33,3,0,421,120.00,94.00,26.00
tempo,faster_tempo,741,738,531,104,103,3,0,184,120.00,110.00,10.00
tempo,a_lot_faster_tempo,760,733,465,151,117,27,0,134,120.00,144.00,24.00
tempo,slower_tempo,736,743,477,127,132,0,7,132,120.00,144.00,24.00
tempo,a_lot_slower_tempo,739,736,543,101,92,3,0,170,120.00,94.00,26.00
progressive_tempo,accelerando,859,708,376,215,117,151,0,82,120.00,99.00,21.00
progressive_tempo,ritardando,728,883,347,122,259,0,155,85,120.00,110.00,10.00
progressive_tempo,tempo_fluctuation,992,994,398,286,308,0,2,133,120.00,99.00,21.00
timing,note_too_soon,722,719,654,32,33,3,0,421,120.00,94.00,26.00
timing,note_too_late,722,720,587,61,72,2,0,267,120.00,94.00,26.00
duration,note_held_too_long,721,718,654,31,33,3,0,421,120.00,94.00,26.00
duration,note_cut_too_soon,721,718,654,31,33,3,0,422,120.00,94.00,26.00
note,note_missing,721,717,600,59,58,4,0,343,120.00,94.00,26.00
note,note_not_expected,721,719,665,26,28,2,0,464,120.00,94.00,26.00
articulation,articulated_legato,721,718,654,31,33,3,0,425,120.00,94.00,26.00
articulation,articulated_staccato,734,733,613,64,56,1,0,318,120.00,94.00,26.00
articulation,articulated_accentuated,721,718,654,31,33,3,0,422,120.00,94.00,26.00
