mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,432,430,304,71,55,2,0,162,120.00,156.00,36.00
tempo,a_lot_faster_tempo,445,445,379,30,36,0,0,234,120.00,188.00,68.00
tempo,slower_tempo,439,439,366,31,42,0,0,217,120.00,99.00,21.00
tempo,a_lot_slower_tempo,451,445,261,105,79,6,0,125,120.00,125.00,5.00
progressive_tempo,accelerando,500,417,184,158,75,83,0,52,120.00,125.00,5.00
progressive_tempo,ritardando,429,530,175,63,191,0,101,61,120.00,156.00,36.00
progressive_tempo,tempo_fluctuation,537,569,161,164,212,0,32,69,120.00,134.00,14.00
duration,note_held_too_long,421,422,300,52,69,0,1,191,120.00,125.00,5.00
duration,note_cut_too_soon,421,422,300,52,69,0,1,191,120.00,125.00,5.00
note,note_missing,421,421,394,10,17,0,0,330,120.00,125.00,5.00
note,note_not_expected,421,423,269,62,90,0,2,124,120.00,125.00,5.00
articulation,articulated_legato,421,421,376,17,28,0,0,307,120.00,125.00,5.00
articulation,articulated_staccato,439,438,343,53,42,1,0,169,120.00,125.00,5.00
articulation,articulated_accentuated,421,422,300,52,69,0,1,191,120.00,125.00,5.00
