mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,2567,2560,2492,39,29,7,0,1171,80.00,54.00,26.00
tempo,faster_tempo,2796,2821,2697,40,59,0,25,1232,80.00,85.00,5.00
tempo,a_lot_faster_tempo,2833,2518,2322,133,63,315,0,276,80.00,60.00,20.00
tempo,slower_tempo,2606,2539,2450,58,31,67,0,539,80.00,85.00,5.00
tempo,a_lot_slower_tempo,2735,2491,2318,127,46,244,0,340,80.00,65.00,15.00
progressive_tempo,accelerando,2986,2578,2450,89,39,408,0,449,80.00,85.00,5.00
progressive_tempo,ritardando,2650,2771,2490,62,98,0,121,393,80.00,85.00,5.00
progressive_tempo,tempo_fluctuation,2719,2463,2282,114,67,256,0,394,80.00,82.00,2.00
timing,note_too_soon,2567,2560,2495,38,27,7,0,1116,80.00,54.00,26.00
timing,note_too_late,2567,2560,2495,38,27,7,0,1116,80.00,54.00,26.00
duration,note_held_too_long,2566,2560,2490,43,27,6,0,1211,80.00,54.00,26.00
duration,note_cut_too_soon,2567,2561,2491,43,27,6,0,1212,80.00,54.00,26.00
note,note_missing,2566,2559,2487,43,29,7,0,1202,80.00,54.00,26.00
note,note_not_expected,2569,2562,2496,37,29,7,0,1165,80.00,54.00,26.00
articulation,articulated_legato,2566,2559,2488,44,27,7,0,1212,80.00,54.00,26.00
articulation,articulated_staccato,2566,2560,2490,43,27,6,0,1211,80.00,54.00,26.00
articulation,articulated_accentuated,2566,2560,2490,43,27,6,0,1211,80.00,54.00,26.00
