mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,329,331,267,26,36,0,2,193,120.00,110.00,10.00
tempo,a_lot_faster_tempo,345,344,245,56,43,1,0,150,120.00,144.00,24.00
tempo,slower_tempo,330,331,239,40,51,0,1,148,120.00,156.00,36.00
tempo,a_lot_slower_tempo,335,328,161,90,77,7,0,93,120.00,94.00,26.00
progressive_tempo,accelerando,392,326,114,137,75,66,0,48,120.00,144.00,24.00
progressive_tempo,ritardando,329,413,88,72,169,0,84,42,120.00,125.00,5.00
progressive_tempo,tempo_fluctuation,440,564,111,121,208,0,124,62,120.00,99.00,21.00
duration,note_held_too_long,329,326,244,50,32,3,0,181,120.00,94.00,26.00
duration,note_cut_too_soon,331,328,240,51,37,3,0,176,120.00,94.00,26.00
note,note_missing,328,325,244,49,32,3,0,180,120.00,94.00,26.00
note,note_not_expected,328,325,238,50,37,3,0,176,120.00,94.00,26.00
articulation,articulated_legato,328,325,244,49,32,3,0,179,120.00,94.00,26.00
articulation,articulated_staccato,334,330,228,58,44,4,0,55,120.00,94.00,26.00
articulation,articulated_accentuated,328,325,244,49,32,3,0,180,120.00,94.00,26.00
