mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,321,321,321,0,0,0,0,282,120.00,117.00,3.00
tempo,faster_tempo,334,335,247,36,51,0,1,137,120.00,134.00,14.00
tempo,a_lot_faster_tempo,337,337,306,14,17,0,0,193,120.00,117.00,3.00
tempo,slower_tempo,334,334,312,10,12,0,0,197,120.00,156.00,36.00
tempo,a_lot_slower_tempo,335,333,257,38,38,2,0,74,120.00,99.00,21.00
progressive_tempo,accelerando,380,324,169,108,47,56,0,35,120.00,134.00,14.00
progressive_tempo,ritardando,324,402,155,36,133,0,78,25,120.00,134.00,14.00
progressive_tempo,tempo_fluctuation,410,501,171,93,146,0,91,37,120.00,208.00,88.00
timing,note_too_soon,323,324,219,42,62,0,1,118,120.00,188.00,68.00
timing,note_too_late,321,322,220,40,61,0,1,119,120.00,188.00,68.00
duration,note_held_too_long,321,321,321,0,0,0,0,282,120.00,117.00,3.00
duration,note_cut_too_soon,321,321,321,0,0,0,0,282,120.00,117.00,3.00
note,note_missing,321,321,321,0,0,0,0,282,120.00,117.00,3.00
note,note_not_expected,321,322,270,19,32,0,1,185,120.00,117.00,3.00
articulation,articulated_legato,321,321,321,0,0,0,0,283,120.00,117.00,3.00
articulation,articulated_staccato,336,336,307,9,20,0,0,153,120.00,188.00,68.00
articulation,articulated_accentuated,321,321,321,0,0,0,0,282,120.00,117.00,3.00
