mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,562,563,511,27,24,0,1,322,120.00,144.00,24.00
tempo,a_lot_faster_tempo,584,584,452,57,75,0,0,222,120.00,188.00,68.00
tempo,slower_tempo,561,564,291,125,145,0,3,129,120.00,104.00,16.00
tempo,a_lot_slower_tempo,572,576,300,127,145,0,4,127,120.00,85.00,35.00
progressive_tempo,accelerando,663,561,205,228,128,102,0,66,120.00,104.00,16.00
progressive_tempo,ritardando,562,695,182,100,280,0,133,63,120.00,110.00,10.00
progressive_tempo,tempo_fluctuation,717,1023,196,167,354,0,306,67,120.00,134.00,14.00
duration,note_held_too_long,559,558,377,106,75,1,0,197,120.00,125.00,5.00
duration,note_cut_too_soon,557,556,381,104,71,1,0,195,120.00,125.00,5.00
note,note_missing,557,556,381,104,71,1,0,197,120.00,125.00,5.00
note,note_not_expected,557,556,381,104,71,1,0,197,120.00,125.00,5.00
articulation,articulated_legato,557,556,381,104,71,1,0,195,120.00,125.00,5.00
articulation,articulated_staccato,570,569,397,102,70,1,0,125,120.00,125.00,5.00
articulation,articulated_accentuated,557,556,381,104,71,1,0,197,120.00,125.00,5.00
