mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,70,70,70,0,0,0,0,58,80.00,78.00,2.00
tempo,faster_tempo,70,70,70,0,0,0,0,50,80.00,48.00,32.00
tempo,a_lot_faster_tempo,75,75,65,6,4,0,0,43,80.00,60.00,20.00
tempo,slower_tempo,72,71,65,3,3,1,0,51,80.00,125.00,45.00
tempo,a_lot_slower_tempo,72,71,44,20,7,1,0,28,80.00,82.00,2.00
progressive_tempo,accelerando,84,70,20,32,18,14,0,15,80.00,59.00,21.00
progressive_tempo,ritardando,71,88,18,16,37,0,17,17,80.00,85.00,5.00
progressive_tempo,tempo_fluctuation,102,94,18,43,33,8,0,13,80.00,78.00,2.00
timing,note_too_soon,75,75,58,6,11,0,0,42,80.00,80.00,0.00
timing,note_too_late,78,78,59,12,7,0,0,47,80.00,80.00,0.00
duration,note_held_too_long,70,70,70,0,0,0,0,58,80.00,78.00,2.00
duration,note_cut_too_soon,75,75,66,4,5,0,0,53,80.00,78.00,2.00
note,note_missing,70,69,48,11,10,1,0,37,80.00,78.00,2.00
note,note_not_expected,70,71,40,13,17,0,1,31,80.00,80.00,0.00
articulation,articulated_legato,70,68,68,0,0,2,0,56,80.00,78.00,2.00
articulation,articulated_staccato,70,70,70,0,0,0,0,58,80.00,78.00,2.00
articulation,articulated_accentuated,70,70,70,0,0,0,0,58,80.00,78.00,2.00
