mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,669,676,478,90,101,0,7,176,120.00,134.00,14.00
tempo,a_lot_faster_tempo,697,701,533,77,87,0,4,219,120.00,117.00,3.00
tempo,slower_tempo,671,671,551,60,60,0,0,281,120.00,170.00,50.00
tempo,a_lot_slower_tempo,683,671,455,118,98,12,0,146,120.00,104.00,16.00
progressive_tempo,accelerando,744,646,419,156,71,98,0,78,120.00,125.00,5.00
progressive_tempo,ritardando,668,805,367,77,224,0,137,129,120.00,104.00,16.00
progressive_tempo,tempo_fluctuation,805,788,355,172,261,17,0,133,120.00,125.00,5.00
duration,note_held_too_long,642,642,635,4,3,0,0,511,120.00,117.00,3.00
duration,note_cut_too_soon,642,642,635,4,3,0,0,511,120.00,117.00,3.00
note,note_missing,642,642,635,4,3,0,0,510,120.00,117.00,3.00
note,note_not_expected,642,643,637,3,2,0,1,512,120.00,117.00,3.00
articulation,articulated_legato,642,641,604,19,18,1,0,377,120.00,117.00,3.00
articulation,articulated_staccato,702,700,469,116,115,2,0,167,120.00,117.00,3.00
articulation,articulated_accentuated,642,642,635,4,3,0,0,512,120.00,117.00,3.00
