onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,523.4,523.4,523.4,1.0,True
correct,0.511,0.511,0.0,784.3,784.3,784.3,1.0,True
correct,0.998,0.998,0.0,785.2,785.2,785.2,1.0,True
correct,1.509,1.509,0.0,880.1,880.1,880.1,1.0,True
correct,1.997,1.997,0.0,880.2,880.2,880.2,1.0,True
correct,2.508,2.508,0.0,784.3,784.3,784.3,1.0,True
correct,2.995,2.995,0.0,785.7,785.7,785.7,1.0,True
correct,3.506,3.506,0.0,698.4,698.4,698.4,1.0,True
correct,4.017,4.017,0.0,698.7,698.7,698.7,1.0,True
correct,4.505,4.505,0.0,658.9,658.9,658.9,1.0,True
correct,5.015,5.015,0.0,659.0,659.0,659.0,1.0,True
correct,5.503,5.503,0.0,587.4,587.4,587.4,1.0,True
correct,6.014,6.014,0.0,587.5,587.5,587.5,1.0,True
correct,6.385,6.385,0.0,658.9,658.9,658.9,1.0,True
correct,6.501,6.501,0.0,523.0,523.0,523.0,1.0,True
correct,7.5,7.5,0.0,523.4,523.4,523.4,1.0,True
correct,8.011,8.011,0.0,523.5,523.5,523.5,1.0,True
correct,8.498,8.498,0.0,783.8,783.8,783.8,1.0,True
correct,9.009,9.009,0.0,784.2,784.2,784.2,1.0,True
correct,9.497,9.497,0.0,880.2,880.2,880.2,1.0,True
correct,10.008,10.008,0.0,880.3,880.3,880.3,1.0,True
correct,10.495,10.495,0.0,783.7,783.7,783.7,1.0,True
correct,11.006,11.006,0.0,784.3,784.3,784.3,1.0,True
correct,11.517,11.517,0.0,698.7,698.7,698.7,1.0,True
correct,12.005,12.005,0.0,698.6,698.6,698.6,1.0,True
correct,12.515,12.515,0.0,658.9,658.9,658.9,1.0,True
correct,13.003,13.003,0.0,660.8,660.8,660.8,1.0,True
correct,13.514,13.514,0.0,587.5,587.5,587.5,1.0,True
correct,14.001,14.001,0.0,588.8,588.9,588.8,1.0,True
correct,14.373,14.373,0.0,658.9,658.9,658.9,1.0,True
correct,14.512,14.512,0.0,523.2,523.2,523.2,1.0,True
correct,15.511,15.511,0.0,784.3,784.3,784.3,1.0,True
correct,15.998,15.998,0.0,785.2,785.2,785.2,1.0,True
correct,16.509,16.509,0.0,698.4,698.4,698.4,1.0,True
correct,16.997,16.997,0.0,698.5,698.5,698.5,1.0,True
correct,17.508,17.508,0.0,658.9,658.9,658.9,1.0,True
correct,17.995,17.995,0.0,665.7,665.7,665.7,1.0,True
correct,18.506,18.506,0.0,587.1,587.1,587.1,1.0,True
correct,19.017,19.017,0.0,587.5,587.5,587.5,1.0,True
correct,19.505,19.505,0.0,784.2,784.2,784.2,1.0,True
correct,20.015,20.015,0.0,784.1,784.1,784.1,1.0,True
correct,20.503,20.503,0.0,698.3,698.3,698.3,1.0,True
correct,21.014,21.014,0.0,698.7,698.7,698.7,1.0,True
correct,21.502,21.502,0.0,658.9,658.9,658.9,1.0,True
correct,22.012,22.012,0.0,698.5,698.5,698.5,1.0,True
correct,22.152,22.152,0.0,586.9,588.9,586.9,0.971,True
correct,22.221,22.221,0.0,658.9,658.9,658.9,1.0,True
correct,22.384,22.384,0.0,698.6,698.7,698.6,1.0,True
correct,22.5,22.5,0.0,659.0,659.0,659.0,1.0,True
correct,23.011,23.011,0.0,587.5,587.5,587.5,1.0,True
correct,23.498,23.498,0.0,522.9,522.9,522.9,1.0,True
correct,24.009,24.009,0.0,523.4,523.4,523.4,1.0,True
correct,24.497,24.497,0.0,784.1,784.1,784.1,1.0,True
correct,25.008,25.008,0.0,784.3,784.3,784.3,1.0,True
correct,25.495,25.495,0.0,879.8,879.8,879.8,1.0,True
correct,26.006,26.006,0.0,880.4,880.4,880.4,1.0,True
correct,26.494,26.494,0.0,784.1,784.1,784.1,1.0,True
correct,27.005,27.005,0.0,784.2,784.2,784.2,1.0,True
correct,27.515,27.515,0.0,698.5,698.5,698.5,1.0,True
correct,28.003,28.003,0.0,698.3,698.3,698.3,1.0,True
correct,28.514,28.514,0.0,658.8,658.8,658.8,1.0,True
correct,29.002,29.002,0.0,658.9,658.9,658.9,1.0,True
correct,29.512,29.512,0.0,587.2,587.2,587.2,1.0,True
correct,30.0,30.0,0.0,658.8,658.8,658.8,1.0,True
correct,30.093,30.093,0.0,588.5,584.9,588.5,0.948,True
correct,30.163,30.163,0.0,587.5,527.4,587.5,0.393,True
correct,30.209,30.209,0.0,587.6,587.6,587.6,1.0,True
correct,30.372,30.372,0.0,658.9,658.9,658.9,1.0,True
correct,30.511,30.464,0.0,523.5,523.4,523.5,0.998,True
