onset_type,ref_onset_time,live_onset_time,adjustment_ms,ref_pitch_hz,live_pitch_hz,pitch,pitch_similarity,is_matched
correct,0.0,0.0,0.0,658.9,658.9,658.9,1.0,True
correct,0.255,0.255,0.0,622.2,622.2,622.2,1.0,True
correct,0.487,0.487,0.0,657.2,657.2,657.2,1.0,True
correct,0.743,0.743,0.0,622.4,622.4,622.4,1.0,True
correct,0.998,0.998,0.0,658.5,658.5,658.5,1.0,True
correct,1.254,1.254,0.0,494.1,494.1,494.1,1.0,True
correct,1.486,1.486,0.0,587.3,587.3,587.3,1.0,True
correct,1.741,1.741,0.0,523.0,523.0,523.0,1.0,True
correct,1.997,1.997,0.0,440.2,440.2,440.2,1.0,True
correct,2.74,2.74,0.0,261.2,261.2,261.2,1.0,True
correct,2.995,2.995,0.0,329.3,329.3,329.3,1.0,True
correct,3.25,3.25,0.0,439.9,439.9,439.9,1.0,True
correct,3.506,3.506,0.0,494.1,494.1,494.1,1.0,True
correct,4.249,4.249,0.0,329.9,329.9,329.9,1.0,True
correct,4.504,4.504,0.0,415.2,415.2,415.2,1.0,True
correct,4.737,4.737,0.0,493.9,493.9,493.9,1.0,True
correct,4.992,4.992,0.0,523.6,523.6,523.6,1.0,True
correct,5.735,5.735,0.0,328.9,328.9,328.9,1.0,True
correct,5.99,5.99,0.0,658.9,658.9,658.9,1.0,True
correct,6.246,6.246,0.0,622.5,622.5,622.5,1.0,True
correct,6.501,6.501,0.0,658.7,658.7,658.7,1.0,True
correct,6.733,6.733,0.0,658.1,658.1,658.1,1.0,True
correct,6.989,6.989,0.0,658.9,658.9,658.9,1.0,True
correct,7.244,7.244,0.0,493.7,493.7,493.7,1.0,True
correct,7.5,7.5,0.0,587.5,587.5,587.5,1.0,True
correct,7.755,7.755,0.0,523.3,523.3,523.3,1.0,True
correct,7.987,7.987,0.0,439.5,439.5,439.5,1.0,True
correct,8.754,8.754,0.0,261.1,261.1,261.1,1.0,True
correct,8.986,8.986,0.0,329.7,329.7,329.7,1.0,True
correct,9.241,9.241,0.0,439.7,439.7,439.7,1.0,True
correct,9.497,9.497,0.0,494.1,494.1,494.1,1.0,True
correct,10.24,10.24,0.0,329.7,329.7,329.7,1.0,True
correct,10.495,10.495,0.0,523.1,523.1,523.1,1.0,True
correct,10.751,10.751,0.0,494.1,494.1,494.1,1.0,True
correct,11.006,11.006,0.0,440.3,440.3,440.3,1.0,True
correct,11.749,11.749,0.0,494.1,494.1,494.1,1.0,True
correct,12.004,12.004,0.0,523.1,523.1,523.1,1.0,True
correct,12.237,12.237,0.0,587.3,587.3,587.3,1.0,True
correct,12.492,12.492,0.0,658.9,658.9,658.9,1.0,True
correct,13.235,13.235,0.0,391.3,391.3,391.3,1.0,True
correct,13.49,13.49,0.0,698.3,698.3,698.3,1.0,True
correct,13.746,13.746,0.0,658.8,658.8,658.8,1.0,True
correct,14.001,14.001,0.0,587.2,587.2,587.2,1.0,True
correct,14.744,14.744,0.0,348.8,348.8,348.8,1.0,True
correct,15.0,15.0,0.0,658.9,658.9,658.9,1.0,True
correct,15.255,15.255,0.0,587.3,587.3,587.3,1.0,True
correct,15.487,15.487,0.0,522.9,522.9,522.9,1.0,True
correct,16.254,16.254,0.0,330.0,330.0,330.0,1.0,True
correct,16.486,16.486,0.0,587.4,587.4,587.4,1.0,True
correct,16.741,16.741,0.0,523.0,523.0,523.0,1.0,True
correct,16.997,16.997,0.0,494.1,494.1,494.1,1.0,True
correct,19.504,19.504,0.0,658.9,658.9,658.9,1.0,True
correct,19.737,19.737,0.0,622.3,622.3,622.3,1.0,True
correct,19.992,19.992,0.0,657.6,657.7,657.6,1.0,True
correct,20.247,20.247,0.0,621.8,621.8,621.8,1.0,True
late,20.503,20.735,-0.2,658.9,658.8,658.9,1.0,True
late,20.735,20.991,-0.3,493.5,494.0,493.5,0.991,True
correct,20.991,21.246,-0.3,587.4,587.4,587.4,0.999,True
correct,21.246,21.501,-0.3,523.5,523.2,523.5,0.995,True
early,21.501,21.734,-0.2,439.9,440.0,439.9,0.998,True
late,22.244,22.5,-0.3,261.0,261.2,261.0,0.995,True
correct,22.5,22.755,-0.3,329.9,329.6,329.9,0.992,True
early,22.755,22.987,-0.2,440.0,439.6,440.0,0.992,True
late,22.987,23.243,-0.3,493.6,494.0,493.6,0.992,True
early,23.754,23.986,-0.2,330.0,329.7,330.0,0.993,True
late,23.986,24.241,-0.3,415.3,414.9,415.3,0.992,True
correct,24.241,24.497,-0.3,493.6,494.1,493.6,0.992,True
correct,24.497,24.752,-0.3,523.6,522.8,523.6,0.987,True
correct,25.24,25.495,-0.3,329.7,329.4,329.7,0.99,True
correct,25.495,25.751,-0.3,658.9,658.9,658.9,0.999,True
correct,25.751,26.006,-0.3,622.6,622.2,622.6,0.995,True
early,26.006,26.238,-0.2,658.9,657.2,658.9,0.978,True
late,26.238,26.494,-0.3,621.5,622.5,621.5,0.987,True
correct,26.494,26.749,-0.3,658.9,658.6,658.9,0.996,True
correct,26.749,27.004,-0.3,493.8,493.9,493.8,0.999,True
early,27.004,27.237,-0.2,587.3,587.3,587.3,0.999,True
late,27.237,27.492,-0.3,523.3,523.0,523.3,0.994,True
correct,27.492,27.748,-0.3,439.7,440.2,439.7,0.991,True
correct,28.235,28.491,-0.3,260.6,261.2,260.6,0.982,True
correct,28.491,28.746,-0.3,329.8,329.9,329.8,0.998,True
correct,28.746,29.001,-0.3,440.2,439.9,440.2,0.996,True
early,29.001,29.234,-0.2,493.9,493.9,493.9,0.999,True
late,29.744,30.0,-0.3,329.3,329.9,329.3,0.985,True
correct,30.0,30.255,-0.3,523.5,523.3,523.5,0.996,True
early,30.255,30.487,-0.2,493.6,491.7,493.6,0.966,True
late,30.487,30.743,-0.3,440.0,440.2,440.0,0.996,True
