onset_type,onset_time,pitch
no_change,2.355,40
no_change,2.357,64
no_change,2.802,55
no_change,3.211,55
no_change,3.218,59
no_change,3.648,40
no_change,3.65,64
no_change,4.052,66
no_change,4.452,67
no_change,4.909,40
no_change,4.914,71
no_change,5.277,55
no_change,5.28,59
no_change,5.682,55
no_change,6.084,64
no_change,6.086,40
no_change,6.457,55
no_change,6.466,59
no_change,6.866,55
no_change,7.259,47
no_change,7.264,66
no_change,7.634,59
no_change,7.639,57
no_change,8.05,57
no_change,8.423,47
no_change,8.427,66
no_change,8.827,67
no_change,9.211,66
pitch,9.602,60
no_change,9.605,64
no_change,10.009,55
no_change,10.411,59
no_change,10.414,55
no_change,10.777,47
no_change,11.15,55
no_change,11.53,55
no_change,11.934,64
no_change,11.941,40
no_change,12.309,55
no_change,12.316,59
no_change,12.698,55
no_change,13.057,64
no_change,13.066,40
no_change,13.461,66
no_change,13.827,67
no_change,14.245,71
no_change,14.248,40
no_change,14.593,55
no_change,14.595,59
no_change,14.941,55
no_change,14.945,59
no_change,15.307,40
no_change,15.309,64
no_change,15.682,55
no_change,15.684,59
no_change,16.061,55
no_change,16.064,59
no_change,16.425,47
no_change,16.436,66
no_change,16.773,59
no_change,16.775,57
no_change,17.175,57
no_change,17.177,59
no_change,17.557,66
no_change,17.561,47
no_change,17.923,67
no_change,18.309,66
no_change,18.675,40
no_change,19.043,55
no_change,19.42,55
no_change,19.836,64
no_change,19.841,40
no_change,21.041,47
no_change,21.043,66
no_change,21.386,59
no_change,21.389,57
no_change,21.782,59
no_change,21.784,57
no_change,22.157,47
no_change,22.164,66
no_change,22.536,67
no_change,22.886,66
no_change,23.25,40
no_change,23.252,64
no_change,23.627,55
no_change,23.632,59
no_change,23.973,55
no_change,24.357,47
no_change,24.695,55
no_change,25.082,55
no_change,25.455,45
no_change,25.827,57
no_change,26.223,60
no_change,26.225,57
no_change,26.595,60
no_change,26.598,45
no_change,26.602,57
no_change,26.973,62
no_change,26.977,59
no_change,27.336,60
no_change,27.339,57
no_change,27.693,40
no_change,28.066,55
no_change,28.448,55
no_change,28.45,59
no_change,28.816,47
no_change,29.177,55
no_change,29.534,55
no_change,29.905,66
no_change,29.911,47
no_change,30.245,59
no_change,30.255,57
no_change,30.632,57
no_change,30.634,59
no_change,31.025,47
no_change,31.402,64
no_change,31.764,66
no_change,32.109,40
no_change,32.116,67
no_change,32.502,55
no_change,32.509,59
no_change,32.88,55
no_change,32.882,59
no_change,33.243,40
no_change,33.245,64
no_change,33.582,55
no_change,33.589,59
no_change,33.989,55
no_change,34.341,48
no_change,34.7,60
no_change,34.705,64
no_change,35.07,64
no_change,35.073,60
no_change,35.434,48
no_change,35.82,47
no_change,36.148,46
no_change,36.489,47
no_change,36.889,48
no_change,37.273,47
no_change,37.723,45
no_change,38.232,43
no_change,38.941,42
no_change,40.002,40
no_change,40.005,64
no_change,40.434,55
no_change,40.436,59
no_change,40.802,59
no_change,40.805,55
no_change,41.166,40
no_change,41.545,66
no_change,41.884,67
no_change,42.259,71
no_change,42.264,40
no_change,42.614,55
no_change,42.616,59
no_change,42.993,55
no_change,42.995,59
no_change,43.311,40
no_change,43.668,55
no_change,43.67,59
no_change,44.03,55
no_change,44.389,66
no_change,44.393,47
no_change,44.73,59
no_change,44.734,57
no_change,45.095,59
no_change,45.102,57
no_change,45.455,47
no_change,45.795,67
no_change,46.164,66
no_change,46.514,40
no_change,46.532,64
no_change,46.795,55
no_change,47.273,59
no_change,47.275,55
no_change,47.643,47
no_change,47.977,55
no_change,48.373,59
no_change,48.38,55
no_change,48.759,40
no_change,48.775,64
no_change,49.13,55
no_change,49.132,59
no_change,49.509,59
no_change,49.511,55
no_change,49.866,40
no_change,50.218,66
no_change,50.561,67
no_change,50.964,40
no_change,51.286,59
no_change,51.289,55
no_change,51.63,55
no_change,52.0,64
no_change,52.002,40
no_change,52.35,55
no_change,52.352,59
no_change,52.75,59
no_change,52.755,55
no_change,53.143,47
no_change,53.482,59
no_change,53.484,57
no_change,53.895,57
no_change,54.314,47
no_change,54.316,66
no_change,54.77,67
no_change,55.275,66
no_change,55.873,40
no_change,55.88,64
no_change,56.493,67
no_change,57.207,71
no_change,58.164,76
