mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,621,619,536,41,42,2,0,350,120.00,188.00,68.00
tempo,faster_tempo,636,637,528,48,60,0,1,273,120.00,117.00,3.00
tempo,a_lot_faster_tempo,689,688,508,103,77,1,0,326,120.00,156.00,36.00
tempo,slower_tempo,637,635,528,52,55,2,0,267,120.00,156.00,36.00
tempo,a_lot_slower_tempo,644,642,506,57,79,2,0,206,120.00,104.00,16.00
progressive_tempo,accelerando,743,625,336,196,93,118,0,90,120.00,104.00,16.00
progressive_tempo,ritardando,629,782,304,66,259,0,153,47,120.00,144.00,24.00
progressive_tempo,tempo_fluctuation,810,896,238,206,366,0,86,103,120.00,188.00,68.00
timing,note_too_soon,622,621,561,31,29,1,0,371,120.00,188.00,68.00
timing,note_too_late,625,624,560,34,30,1,0,372,120.00,188.00,68.00
duration,note_held_too_long,621,620,564,29,27,1,0,379,120.00,188.00,68.00
duration,note_cut_too_soon,623,622,563,30,29,1,0,378,120.00,188.00,68.00
note,note_missing,621,619,526,51,42,2,0,333,120.00,188.00,68.00
note,note_not_expected,621,621,575,23,23,0,0,400,120.00,188.00,68.00
articulation,articulated_legato,621,619,534,43,42,2,0,346,120.00,188.00,68.00
articulation,articulated_staccato,639,637,495,74,68,2,0,116,120.00,188.00,68.00
articulation,articulated_accentuated,621,620,564,29,27,1,0,379,120.00,188.00,68.00
