mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,197,198,165,15,17,0,1,125,120.00,110.00,10.00
tempo,faster_tempo,195,194,159,18,17,1,0,80,120.00,134.00,14.00
tempo,a_lot_faster_tempo,202,201,164,22,15,1,0,78,120.00,170.00,50.00
tempo,slower_tempo,194,192,148,24,20,2,0,61,120.00,89.00,31.00
tempo,a_lot_slower_tempo,195,190,115,41,34,5,0,33,120.00,114.00,6.00
progressive_tempo,accelerando,222,185,70,75,40,37,0,22,120.00,134.00,14.00
progressive_tempo,ritardando,194,239,60,42,92,0,45,19,120.00,94.00,26.00
progressive_tempo,tempo_fluctuation,261,359,63,84,114,0,98,23,120.00,117.00,3.00
timing,note_too_soon,187,189,143,21,23,0,2,51,120.00,110.00,10.00
timing,note_too_late,187,189,142,21,24,0,2,51,120.00,110.00,10.00
duration,note_held_too_long,187,188,177,5,5,0,1,128,120.00,110.00,10.00
duration,note_cut_too_soon,190,191,175,7,8,0,1,124,120.00,110.00,10.00
note,note_missing,187,188,177,5,5,0,1,128,120.00,110.00,10.00
note,note_not_expected,187,189,164,10,13,0,2,103,120.00,110.00,10.00
articulation,articulated_legato,187,187,187,0,0,0,0,147,120.00,110.00,10.00
articulation,articulated_staccato,217,213,112,50,51,4,0,44,120.00,110.00,10.00
articulation,articulated_accentuated,187,188,177,5,5,0,1,128,120.00,110.00,10.00
