mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
pitch,pitch_shift,480,477,433,22,22,3,0,297,120.00,117.00,3.00
tempo,faster_tempo,505,505,397,49,59,0,0,177,120.00,144.00,24.00
tempo,a_lot_faster_tempo,521,512,359,79,74,9,0,52,120.00,117.00,3.00
tempo,slower_tempo,505,502,387,64,51,3,0,160,120.00,188.00,68.00
tempo,a_lot_slower_tempo,522,510,370,78,62,12,0,84,120.00,117.00,3.00
progressive_tempo,accelerando,561,477,291,127,59,84,0,65,120.00,125.00,5.00
progressive_tempo,ritardando,487,575,299,54,134,0,88,66,120.00,99.00,21.00
progressive_tempo,tempo_fluctuation,584,609,335,114,135,0,25,46,120.00,117.00,3.00
timing,note_too_soon,482,478,391,49,38,4,0,163,120.00,117.00,3.00
timing,note_too_late,484,481,426,29,26,3,0,289,120.00,117.00,3.00
duration,note_held_too_long,480,477,433,22,22,3,0,297,120.00,117.00,3.00
duration,note_cut_too_soon,484,481,429,26,26,3,0,291,120.00,117.00,3.00
note,note_missing,480,476,427,26,23,4,0,289,120.00,117.00,3.00
note,note_not_expected,480,477,433,22,22,3,0,296,120.00,117.00,3.00
articulation,articulated_legato,480,477,433,22,22,3,0,296,120.00,117.00,3.00
articulation,articulated_staccato,517,520,428,42,47,0,3,173,120.00,117.00,3.00
articulation,articulated_accentuated,480,477,433,22,22,3,0,297,120.00,117.00,3.00
