mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,346,348,204,68,74,0,2,94,120.00,134.00,14.00
tempo,a_lot_faster_tempo,349,349,271,41,37,0,0,121,120.00,170.00,50.00
tempo,slower_tempo,343,341,151,99,91,2,0,71,120.00,94.00,26.00
tempo,a_lot_slower_tempo,347,340,120,121,99,7,0,43,120.00,118.00,2.00
progressive_tempo,accelerando,401,339,115,135,89,62,0,34,120.00,134.00,14.00
progressive_tempo,ritardando,339,424,90,72,177,0,85,25,120.00,104.00,16.00
progressive_tempo,tempo_fluctuation,477,488,123,185,169,0,11,37,120.00,117.00,3.00
duration,note_held_too_long,333,332,245,49,38,1,0,185,120.00,117.00,3.00
duration,note_cut_too_soon,338,337,242,53,42,1,0,183,120.00,117.00,3.00
note,note_missing,333,332,245,49,38,1,0,185,120.00,117.00,3.00
note,note_not_expected,333,332,245,49,38,1,0,184,120.00,117.00,3.00
articulation,articulated_legato,333,331,202,65,64,2,0,112,120.00,117.00,3.00
articulation,articulated_staccato,403,405,128,133,142,0,2,40,120.00,117.00,3.00
articulation,articulated_accentuated,333,332,245,49,38,1,0,185,120.00,117.00,3.00
