mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,402,402,395,0,7,0,0,215,120.00,144.00,24.00
tempo,a_lot_faster_tempo,413,412,384,13,15,1,0,189,120.00,117.00,3.00
tempo,slower_tempo,400,400,393,5,2,0,0,208,120.00,188.00,68.00
tempo,a_lot_slower_tempo,407,403,335,36,32,4,0,77,120.00,117.00,3.00
progressive_tempo,accelerando,467,394,281,93,20,73,0,41,120.00,117.00,3.00
progressive_tempo,ritardando,401,492,260,21,120,0,91,47,120.00,156.00,36.00
progressive_tempo,tempo_fluctuation,520,576,280,104,136,0,56,66,120.00,125.00,5.00
duration,note_held_too_long,394,394,394,0,0,0,0,322,120.00,117.00,3.00
duration,note_cut_too_soon,395,395,394,0,1,0,0,322,120.00,117.00,3.00
note,note_missing,394,393,378,9,6,1,0,262,120.00,117.00,3.00
note,note_not_expected,394,394,394,0,0,0,0,322,120.00,117.00,3.00
articulation,articulated_legato,394,393,371,12,10,1,0,202,120.00,117.00,3.00
articulation,articulated_staccato,422,421,360,29,32,1,0,98,120.00,117.00,3.00
articulation,articulated_accentuated,394,394,394,0,0,0,0,322,120.00,117.00,3.00
