mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
progressive_tempo,accelerando,749,637,338,181,118,112,0,94,120.00,117.00,3.00
progressive_tempo,ritardando,638,775,337,99,202,0,137,82,120.00,104.00,16.00
progressive_tempo,tempo_fluctuation,795,765,311,237,217,30,0,81,120.00,117.00,3.00
duration,note_held_too_long,633,633,544,49,40,0,0,347,120.00,110.00,10.00
duration,note_cut_too_soon,637,637,543,49,45,0,0,345,120.00,110.00,10.00
note,note_missing,633,632,512,60,60,1,0,240,120.00,110.00,10.00
note,note_not_expected,632,633,544,47,41,0,1,347,120.00,110.00,10.00
articulation,articulated_legato,633,632,513,60,59,1,0,240,120.00,110.00,10.00
articulation,articulated_staccato,652,649,487,87,75,3,0,186,120.00,110.00,10.00
articulation,articulated_accentuated,632,632,545,47,40,0,0,348,120.00,110.00,10.00
