mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,2067,2066,1594,247,225,1,0,693,120.00,99.00,21.00
tempo,a_lot_faster_tempo,2173,2136,1488,337,311,37,0,459,120.00,125.00,5.00
tempo,slower_tempo,2054,2073,1373,344,337,0,19,368,120.00,125.00,5.00
tempo,a_lot_slower_tempo,2155,2157,1514,322,319,0,2,457,120.00,125.00,5.00
progressive_tempo,accelerando,2376,1933,1055,529,349,443,0,268,120.00,110.00,10.00
progressive_tempo,ritardando,2057,2561,1094,358,605,0,504,289,120.00,125.00,5.00
progressive_tempo,tempo_fluctuation,2889,2254,911,815,528,635,0,264,120.00,110.00,10.00
duration,note_held_too_long,2015,2015,1654,200,161,0,0,920,120.00,156.00,36.00
duration,note_cut_too_soon,2025,2025,1657,204,164,0,0,915,120.00,156.00,36.00
note,note_missing,2015,2014,1635,212,167,1,0,837,120.00,156.00,36.00
note,note_not_expected,2020,2021,1863,67,90,0,1,1410,120.00,156.00,36.00
articulation,articulated_legato,2018,2015,1448,296,271,3,0,445,120.00,156.00,36.00
articulation,articulated_staccato,2213,2216,1524,324,365,0,3,644,120.00,156.00,36.00
articulation,articulated_accentuated,2015,2015,1654,200,161,0,0,920,120.00,156.00,36.00
