mutation_category,mutation_name,total_onsets_ref,total_onsets_live,correct_matches,late_matches,early_matches,missing_onsets,extra_onsets,correct_notes,tempo_reference_bpm,tempo_live_bpm,tempo_difference_bpm
tempo,faster_tempo,243,243,233,5,5,0,0,143,120.00,125.00,5.00
tempo,a_lot_faster_tempo,246,246,229,7,10,0,0,116,120.00,89.00,31.00
tempo,slower_tempo,249,249,223,11,15,0,0,140,120.00,85.00,35.00
tempo,a_lot_slower_tempo,248,248,227,8,13,0,0,125,120.00,134.00,14.00
progressive_tempo,accelerando,284,240,123,76,41,44,0,40,120.00,125.00,5.00
progressive_tempo,ritardando,248,306,104,41,103,0,58,31,120.00,156.00,36.00
progressive_tempo,tempo_fluctuation,370,355,143,119,93,15,0,52,120.00,104.00,16.00
duration,note_held_too_long,238,238,238,0,0,0,0,179,120.00,110.00,10.00
duration,note_cut_too_soon,238,238,238,0,0,0,0,180,120.00,110.00,10.00
note,note_missing,238,237,236,1,0,1,0,179,120.00,110.00,10.00
note,note_not_expected,238,238,238,0,0,0,0,180,120.00,110.00,10.00
articulation,articulated_legato,238,237,235,1,1,1,0,168,120.00,110.00,10.00
articulation,articulated_staccato,240,240,237,2,1,0,0,151,120.00,110.00,10.00
articulation,articulated_accentuated,238,238,238,0,0,0,0,180,120.00,110.00,10.00
